,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
774,414113282,IRS2Go,10110976,USD,0,1329,47,3,3,5.3.1,17+,Finance,37,4,2,1
775,414245413,手机京东-首次购买可领取188元优惠券,242618368,USD,0,361,4,3.5,1.5,6.1.0,17+,Shopping,38,0,2,1
776,414430589,搜狐视频HD-欢乐颂2 全网首播,79696896,USD,0,3768,5,4,3,6.6,17+,Entertainment,24,5,1,1
777,414478124,WeChat,182624256,USD,0,34584,100,4.5,4,6.5.8,12+,Social Networking,38,4,21,1
778,414603431,QQ音乐-来这里“发现・音乐”,154551296,USD,0,745,7,3.5,5,7.5,4+,Music,37,0,3,1
779,414706506,Google Translate,65281024,USD,0,26786,27,3.5,4.5,5.10.0,4+,Reference,37,5,59,1
780,414834813,Pocket Casts,48323584,USD,3.99,1911,39,4,4.5,6.7.1,9+,News,37,5,1,1
781,414835676,The Lost City,106427392,USD,1.99,1393,33,4.5,4.5,1.09,4+,Games,40,5,16,1
782,415069562,Tasty Planet,22515712,USD,2.99,430,35,4.5,4.5,1.6,9+,Games,43,0,1,1
783,415138546,Feed the Head,18358272,USD,1.99,193,40,4.5,4,2.1,4+,Games,38,5,1,1
786,415468221,ContactsBook -AddressBook Organizer,7100416,USD,0.99,7,1,4.5,4,1.15.1,4+,Utilities,37,0,2,1
787,415606289,安居客-二手房、新房、租房的找房助手,107184128,USD,0,84,0,4.5,0,10.7,4+,Lifestyle,37,5,2,1
788,415842508,"汽车之家-提供新车,二手车报价及资讯",54815744,USD,0,116,3,4,5,3.8.5,17+,Lifestyle,24,5,1,1
789,415850124,PhotoSync – transfer and backup photos & videos,65495040,USD,2.99,4352,33,4.5,5,3.2,4+,Photo & Video,37,5,8,1
791,416023011,My Verizon,150791168,USD,0,126948,107245,4.5,4.5,5.10.0,4+,Utilities,37,3,2,1
792,416048305,Meitu,142101504,USD,0,6478,21,5,5,6.7.0,4+,Photo & Video,37,0,5,1
793,416345444,Talking Ben the Dog for iPad,78565376,USD,0,31116,77,4,4.5,3.4.1,4+,Entertainment,24,5,13,1
794,416457422,中国联通手机营业厅客户端(官方版),78774272,USD,0,248,1,3,1,5.3,4+,Utilities,38,0,2,1
796,416981420,Bodyweight Training: You Are Your Own Gym,425657344,USD,4.99,3326,289,5,5,4.5.3,9+,Health & Fitness,38,5,5,1
797,417200582,唯品会-欢乐颂2独家电商 同款热卖,160313344,USD,0,100,0,4.5,0,6.1.2,12+,Shopping,38,0,1,1
798,417352269,GMX Mail,100336640,USD,0,102,1,4.5,5,6.2,4+,Productivity,37,5,2,1
799,417373312,Talking Carl,64342016,USD,0.99,3662,37,4.5,4,9,4+,Entertainment,37,5,8,1
800,417817520,Tiny Wings,30252032,USD,0.99,219418,328,4.5,4.5,2.2,4+,Games,37,0,6,1
801,417906074,NOAA Weather Alerts - Severe Weather Push Notifications & Warnings,10514432,USD,3.99,2293,399,4.5,4,4.2,4+,Weather,40,0,1,1
802,418075935,"Bleacher Report: Sports news, scores, & highlights",85283840,USD,0,16979,183,4.5,4,5.1,12+,Sports,37,0,8,1
803,418987775,TuneIn Radio - MLB NBA Audiobooks Podcasts Music,101735424,USD,0,110420,370,4.5,4.5,11.9,12+,Music,37,4,14,1
804,419135449,iTheme - Themes for iPhone and iPad,52618240,USD,1.99,4719,61,4,4.5,5.1,4+,Lifestyle,37,5,23,1
805,419261235,Bitauto Autoprice,79730688,USD,0,157,0,5,0,7.6,17+,Utilities,38,0,3,1
807,419411014,"Math Fact Master: Addition, Subtraction, Multiplication, and Division",8029184,USD,0.99,1537,159,4.5,4,5,4+,Education,37,5,1,1
808,419724490,Lieferando.de,31544320,USD,0,29,1,3.5,5,3.6.9,4+,Food & Drink,38,0,2,1
809,419805549,万年历-值得信赖的日历黄历查询工具,112928768,USD,0,2270,4,4.5,5,4.5.6,12+,Utilities,38,4,3,1
810,420009108,Temple Run,65921024,USD,0,1724546,3842,4.5,4,1.6.2,9+,Games,40,5,1,1
811,420635506,Angry Birds Rio,138319872,USD,0,170843,123,4.5,4,2.6.6,4+,Games,40,0,1,1
812,420636551,Angry Birds Rio HD,226899968,USD,0,70122,251,4.5,4,2.6.6,4+,Games,24,5,1,1
813,420859056,My Baby's Beat - Prenatal Listener,70041600,USD,4.99,1887,75,3,3.5,3.08,4+,Lifestyle,37,4,4,1
814,421167112,My Horse,301896704,USD,0,293857,249,4.5,4,1.30.0,4+,Games,40,5,8,1
815,421168738,iStatVball 2 iPad Edition,15154176,USD,19.99,193,0,4.5,0,2.18.2,4+,Sports,24,4,1,1
816,421254504,Magic Piano by Smule,55030784,USD,0,131695,1102,4.5,4,8.3.1,4+,Music,37,5,12,1
817,421547368,DIRECTV App for iPad,209462272,USD,0,47506,30,3.5,4,4.9.705,4+,Entertainment,24,5,1,1
819,421894356,PodCruncher podcast app - Player and manager for podcasts,6615040,USD,2.99,2261,689,4.5,4,3.2,4+,News,38,0,1,1
820,421988577,Shell Shock 1.5,46864078,USD,0.99,26,26,3,3,1.5,4+,Games,26,5,1,1
821,421998342,Talking Tom Cat 2 for iPad,73111552,USD,0,56399,98,4,4,5.2.2,4+,Entertainment,24,5,13,1
822,422366403,MTV,113787904,USD,0,5987,97,2.5,2,4.0.0,12+,Entertainment,37,5,1,1
823,422667065,Tiny Tower - Free City Building,124720128,USD,0,414803,4536,4.5,4.5,3.3.12,12+,Games,38,4,1,1
824,422689480,"Gmail - email by Google: secure, fast & organized",236067840,USD,0,135962,677,4,4.5,5.0.170507,4+,Productivity,37,5,56,1
825,422845617,OneCam,4324352,USD,1.99,0,0,0,0,5.7.0,4+,Photo & Video,37,0,2,1
826,423084029,美团 - 吃喝玩乐全都有,224955392,USD,0,549,2,4.5,5,8.1.0,4+,Lifestyle,37,5,2,1
828,423198259,Chess Pro - with coach,43033600,USD,9.99,10619,893,5,5,2017.01,4+,Games,37,5,3,1
829,423246594,NCAA March Madness Live - Men's College Basketball,113078272,USD,0,13572,55,3,2.5,7.0.4,4+,Sports,37,5,1,1
830,423443665,Catholic New American Bible Revised Edition,60426240,USD,2.99,149,0,3.5,0,7.5,4+,Reference,37,5,1,1
831,423492040,Planimeter - Measure Land Area and Distance on a Map,14495744,USD,7.99,249,83,4.5,4,3.5,4+,Productivity,38,5,6,1
832,423514795,中国工商银行,86083584,USD,0,152,0,2.5,0,3.0.0.7.1,12+,Finance,38,0,1,1
833,423855879,Bumpy Road,30275615,USD,2.99,1073,186,4,4,2.2,4+,Games,43,5,6,1
835,424123969,Dude Perfect,140165120,USD,0.99,9763,1556,4.5,4.5,1.1.5,4+,Games,43,0,1,1
836,424216726,Countdown‼ (Event Reminders and Timer),81287168,USD,0,60490,1102,4,4,4.2.5,4+,Lifestyle,37,1,22,1
837,424229589,Dude Perfect HD,139853824,USD,1.99,2552,1041,4.5,4.5,1.1.5,4+,Games,26,5,1,1
838,424591347,FINAL FANTASY III,290695168,USD,14.99,1378,17,4.5,3.5,1.7.5,9+,Games,40,0,8,1
839,424598114,苏宁易购-新人专享大礼包,185606144,USD,0,38,0,3,0,5.2.5,17+,Shopping,38,0,1,1
840,424881832,SPIEGEL ONLINE - Nachrichten,31635456,USD,0,299,29,4.5,5,3.1.5,12+,News,37,5,2,1
841,424912055,Superbrothers: Sword & Sworcery EP,212580352,USD,3.99,5362,68,4.5,4,1.16,12+,Games,37,3,2,1
842,425073498,"Procreate – Sketch, paint, create.",132968448,USD,5.99,6109,356,4.5,4.5,3.2.1,4+,Entertainment,24,5,13,1
843,425349261,网易新闻 - 精选好内容，算出你的兴趣,133134336,USD,0,4263,6,4.5,1,23.2,17+,News,37,4,2,1
845,425996445,Tiny Planet Photos and Video,84909056,USD,0.99,714,8,4,4,6.3.0,4+,Photo & Video,37,5,7,1
846,426072035,Touchgrind BMX,194308096,USD,4.99,3170,4,4,3,1.6.1,4+,Games,37,5,9,1
847,426097375,QQ浏览器HD-极速搜索浏览器,82982912,USD,0,936,4,4,4,5.8.2,17+,Utilities,24,5,1,1
848,426170776,QR Reader for iPad,55071744,USD,0,1341,63,4,4,4,9+,Utilities,24,5,29,1
849,426282304,NBA JAM by EA SPORTS™ for iPad,415420416,USD,4.99,4934,164,4,4,1.1.36,4+,Games,24,5,8,1
850,426382105,Toca Hair Salon,51366912,USD,2.99,9649,29,4,3.5,1.2.7,4+,Education,40,5,1,1
851,426414466,Showroomprive - Private Fashion Sales,31230976,USD,0,11,0,4,0,8.4,12+,Shopping,37,5,8,1
852,426415634,Bloons TD 4 HD,164235264,USD,2.99,2493,13,4,4,3.0.4,4+,Games,24,5,1,1
854,426747278,Elmo Loves ABCs for iPad,742145024,USD,4.99,1888,26,3.5,3.5,3.5.4,4+,Games,24,5,1,1
855,427419772,Forbidden Island,149715968,USD,4.99,923,48,4.5,4,2.1,9+,Games,24,5,12,1
856,427457043,1号店-全球超市 轻松到家,80944128,USD,0,65,1,3.5,1,5.0.0,17+,Shopping,37,5,1,1
857,427555239,"易到 - 低价专车,高品质出行",74724352,USD,0,115,1,2,1,8.0.1,4+,Travel,37,0,2,1
858,427916203,"Expedia Hotels, Flights & Vacation Package Deals",125872128,USD,0,10278,112,3.5,4.5,17.21,4+,Travel,37,5,19,1
859,427941017,YY- 小全民手机直播交友软件,165367808,USD,0,624,4,4,5,6.3.8,17+,Social Networking,37,0,2,1
860,428845974,"ooVoo – Free Video Call, Text and Voice",113510400,USD,0,177501,1014,4.5,4.5,3.1.6,4+,Social Networking,37,5,21,1
861,428970841,Virtual Villagers 4: The Tree of Life,36686604,USD,0.99,500,479,4,4,1.0.1,9+,Games,47,0,1,1
862,429009175,WatchESPN,33714176,USD,0,159735,2556,4,4.5,1.9.9,4+,Sports,37,2,1,1
863,429047995,Pinterest,74778624,USD,0,1061624,1814,4.5,4,6.26,12+,Social Networking,37,5,27,1
864,429610587,iFunny :),66599936,USD,0,98344,877,3.5,4.5,4.6.8,17+,Entertainment,37,2,2,1
866,429775439,HBO GO,41109504,USD,0,26278,9,3,3,10.1.0,17+,Entertainment,37,5,1,1
867,429851711,Flashlight ！,14336000,USD,0,35769,21,4.5,2,2.6,4+,Utilities,37,1,1,1
868,429870273,DEATHSMILES,519446528,USD,9.99,540,48,4.5,5,1.0.19,12+,Games,43,0,2,1
869,429885089,QQ音乐HD,139457536,USD,0,224,4,3.5,5,5.3.1,4+,Music,24,5,3,1
870,430152294,Talking Pierre the Parrot for iPad,60313600,USD,0,11665,364,4,4.5,3.3.1,4+,Entertainment,24,5,13,1
871,430200224,Photon Flash Player for iPad - Flash Video & Games plus Private Web Browser,35695616,USD,4.99,20951,935,4,4,6.2,17+,Utilities,26,5,10,1
872,430229059,Rota Calendar - Work Shift Manager,1824768,USD,1.99,43,24,4.5,4.5,7.3,4+,Productivity,37,0,1,1
873,430234732,Site Audit Pro,54476800,USD,16.99,125,3,4,4.5,5.7.6,4+,Productivity,37,5,1,1
874,430616332,It's Tyrannosaurus Rex - Smithsonian Institution,29496320,USD,1.99,92,1,4.5,5,2.6.1,4+,Book,37,4,1,1
875,430823968,FINAL FANTASY III for iPad,283656192,USD,16.99,857,14,4,4,1.6.4,9+,Games,24,5,8,1
876,430856616,True Red Eye Remover HD-Face Recovery,4511744,USD,0.99,528,379,4,4,2.9,4+,Photo & Video,40,0,1,1
877,430920838,Tikal,27049083,USD,2.99,626,435,4.5,4.5,1.2,4+,Games,47,5,1,1
878,431023686,美丽说-潮流穿搭快人一步,143117312,USD,0,1026,0,4.5,0,9.1.0,17+,Shopping,37,0,4,1
879,431033044,"Phone Drive - File Manager, Browser & Explorer",19738624,USD,1.99,1403,121,4.5,4.5,6.3.9,17+,Utilities,38,5,15,1
880,431065024,Fake Location,6228992,USD,0.99,117,7,1,1,3.1,4+,Social Networking,37,5,13,1
881,431229633,Summer Games 3D,99463168,USD,0.99,193,1,3.5,4,2.3,4+,Games,37,5,1,1
882,431493086,Classic Explain Everything™,123312128,USD,7.99,896,0,4,0,3.46,4+,Education,37,5,17,1
883,431865275,The JMU Bus App,4427776,USD,2.99,35,0,3,0,3.1.2,4+,Navigation,38,0,1,1
884,431946152,ROBLOX,115178496,USD,0,183621,300,4.5,4.5,2.293.126451,12+,Games,37,5,1,1
885,432080204,Pocket Academy,192954368,USD,4.99,616,12,4.5,4,2.01,4+,Games,38,5,5,1
886,432274380,知乎,149436416,USD,0,397,0,3,0,3.52.1,17+,Social Networking,37,5,1,1
887,432278816,プチ・ロワイヤル仏和辞典（第4版）・和仏辞典（第3版）,205664256,USD,47.99,0,0,0,0,2.4,9+,Reference,37,5,2,1
888,432455516,Round1 お得なクーポン毎週配信！,5999616,USD,0,0,0,0,0,3.9,17+,Sports,40,5,2,1
890,432504470,Ticket to Ride,345904128,USD,2.99,4866,64,4.5,3,2.4.1,4+,Games,40,5,3,1
892,432749907,Dice With Buddies: Fun New Social Dice Game,409732096,USD,2.99,20355,23,4.5,4.5,4.30.5,4+,Games,37,5,1,1
893,432771571,Money Origami - Learn How to Fold Money,15350784,USD,1.99,6,0,3.5,0,4.1.0,4+,Reference,37,5,2,1
894,432791399,"Cloud Baby Monitor ~ Video, Audio, Unlimited Range",62913536,USD,3.99,1855,131,4.5,4.5,4.0.2,4+,Lifestyle,38,5,1,1
895,432849519,STREET FIGHTER IV VOLT,947195904,USD,4.99,9741,924,4.5,4,1.05.02,12+,Games,40,0,3,1
896,432850619,FL Studio Mobile,791146496,USD,13.99,818,9,3.5,2.5,3.1.50,4+,Music,37,5,1,1
897,433156786,Qzone HD,30027776,USD,0,458,26,3.5,3,4.1.4.1,4+,Social Networking,26,5,2,1
898,433398108,PicFrame,36758528,USD,0.99,6374,66,4.5,5,9.7.2,4+,Photo & Video,37,5,21,1
899,433508740,Bank of America - Mobile Banking for iPad,114268160,USD,0,7569,31,3.5,3,7.3.8,4+,Finance,24,5,1,1
900,433592592,Nyan Cat: Lost In Space,96872448,USD,0,76392,700,4.5,4.5,9,4+,Games,37,5,1,1
901,433596395,ZOOKEEPER　DX,28983296,USD,0.99,274,24,3.5,3.5,1.0.7,4+,Games,43,4,3,1
903,433620759,Fishing Kings Free+,610881536,USD,0,35058,7453,4.5,4.5,1.0.6,4+,Games,40,5,12,1
904,433622275,"Werewolf ""Nightmare in Prison""",17530880,USD,0,78,0,4.5,0,8.6,12+,Games,37,0,2,1
905,433671262,"PhotoToaster - Photo Editor, Filters, Effects and Borders",58143744,USD,2.99,4748,391,5,5,6.7.5,4+,Photo & Video,37,5,1,1
906,433847884,Bike Baron,183046144,USD,1.99,12162,57,4.5,4.5,3.9.1,4+,Games,40,5,1,1
907,434209233,Moji Weather - Free Weather Forecast,86968320,USD,0,2333,0,4.5,0,7.0.0,4+,Weather,38,0,3,1
908,434374726,京东 HD,114121728,USD,0,150,0,4,0,4.1.0,17+,Shopping,24,4,1,1
909,434826169,Toca Robot Lab,64152576,USD,2.99,1006,17,4,4,1.2.3,4+,Education,40,5,1,1
910,434832826,Viator Tours & Activities,79013888,USD,0,1839,174,4.5,4,5.5.0,12+,Travel,37,5,1,1
911,434893913,Lookout: Security and Identity Theft Protection,65608704,USD,0,2661,41,4,3.5,5.1.1,4+,Utilities,37,1,8,1
912,435138734,PBS KIDS Video,57694208,USD,0,8651,23,3.5,3.5,3.0.5,4+,Education,37,5,1,1
913,435476174,LetterSchool - learn to write letters and numbers,47030272,USD,4.99,460,72,4.5,3.5,1.1,4+,Education,40,5,1,1
914,435693872,Kurumaki Calendar -month scroll calendar-,7558144,USD,1.99,34,6,5,5,2.6,4+,Productivity,37,0,31,1
915,435728260,Building Parallel Circuits,31744669,USD,0.99,32,7,3.5,3,1.3.1,4+,Education,26,3,1,1
916,435871950,HappyCow Vegan / Vegetarian Restaurant Guide,35261440,USD,3.99,863,12,4.5,5,3.7.1,12+,Travel,37,3,11,1
917,435883126,Building Serial Circuits,21462305,USD,0.99,23,2,4,3.5,1.3.1,4+,Education,26,3,1,1
918,435913585,Superimpose,25382912,USD,1.99,2965,205,4.5,5,6.2,4+,Photo & Video,37,5,8,1
919,436114747,ComicBook!,92432384,USD,0.99,3702,112,4.5,4.5,2.1.1,9+,Photo & Video,37,4,1,1
920,436134867,Jelly Defense,299294720,USD,2.99,5058,363,4.5,4.5,1.21,4+,Games,38,5,1,1
921,436180275,Learn to Speak Italian Fast With MosaLingua,43553792,USD,4.99,0,0,0,0,9.2,12+,Education,38,5,5,1
922,436491861,Domino's Pizza USA,105743360,USD,0,258624,2481,5,4.5,4.2.0,4+,Food & Drink,37,5,2,1
923,436555490,Junk Jack Retro,33743872,USD,2.99,8632,62,4.5,4,1.3.1,9+,Games,38,5,1,1
924,436577167,FiLMiC Pro,125991936,USD,14.99,1478,18,3,4.5,6.0.3,4+,Photo & Video,37,5,1,1
925,436672029,AliExpress Shopping App,133053440,USD,0,10647,185,4,4.5,5.2.7,12+,Shopping,37,0,18,1
926,436957087,搜狐新闻—新闻热点资讯掌上阅读软件,136421376,USD,0,383,0,4.5,0,5.8.9,17+,News,38,0,1,1
927,437025413,ZDFmediathek,67734528,USD,0,320,1,3.5,3,4.2.1,4+,Entertainment,37,5,1,1
928,437314677,Digital Domain,13512704,USD,0,102,0,2,0,3.0.4,9+,Photo & Video,37,4,9,1
930,437818260,SayHi Translate,26569728,USD,0,8623,292,4.5,5,3.9.12,4+,Business,37,4,35,1
931,438314348,Tank Hero,16048128,USD,0.99,14361,918,4.5,4.5,1.1.4,9+,Games,43,0,1,0
932,438426078,聚力视频-蓝光电视剧电影在线热播,99607552,USD,0,1670,4,4.5,4,6.4.16,12+,Entertainment,38,0,1,1
933,438475005,TextGrabber – image to text: OCR & translate photo,134786048,USD,4.99,1153,39,4,4,5.5.4,4+,Productivity,37,5,11,1
934,438865278,淘宝HD－Taobao for iPad,119247872,USD,0,1103,54,3.5,4.5,5.0.1,4+,Shopping,24,5,2,1
935,439176506,Timenote,4849664,USD,0.99,11,5,4.5,5,2.6,4+,Business,43,0,2,1
937,439438619,Snapseed,141322240,USD,0,8683,98,4,4.5,2.17,4+,Photo & Video,37,3,34,1
938,439495358,北京浮生记,1532640,USD,0.99,44,21,4.5,4.5,1.2.1,17+,Games,43,0,2,1
940,439628153,My PlayHome,225615872,USD,3.99,3523,181,4.5,4.5,3.1.1,4+,Entertainment,43,5,18,1
941,439638720,腾讯手机管家-拦截骚扰电话的QQ安全助手,60549120,USD,0,527,1,4,1,7,4+,Utilities,37,0,1,1
942,439852091,5K Runner: 0 to 5K Run Trainer. Couch potato to 5K,84338688,USD,4.99,10368,1051,5,5,7.3,4+,Health & Fitness,37,5,31,1
943,439873467,Magic Jigsaw Puzzles,235259904,USD,0,187666,1263,4.5,4.5,2.11.1,4+,Games,37,5,10,1
944,440045374,DragonVale,153074688,USD,0,503230,282,4.5,4.5,3.15.0,4+,Games,37,5,10,1
945,440141669,SHADOWGUN,517828608,USD,4.99,4513,95,4,4.5,1.6.0,12+,Games,43,5,1,1
946,440488550,PlayerXtreme Media Player PRO - Movies & streaming,99442688,USD,4.99,125,6,3.5,2,7.0.8,4+,Utilities,37,5,2,1
947,440677948,Lieferheld - Delicious food delivery service,46147584,USD,0,29,1,4.5,5,3.3.9,12+,Food & Drink,38,0,2,1
949,440948110,Kwai - Share your video moments,91466752,USD,0,668,4,4.5,5,4.99.6,17+,Photo & Video,38,0,11,1
950,441179131,ibis Paint - speed painting,31885312,USD,4.99,112,1,4.5,5,5.0.1,12+,Entertainment,37,5,19,1
951,441216572,360手机卫士-超安全的来电防骚扰助手,103390208,USD,0,944,0,4,0,8.0.2,4+,Utilities,37,0,2,1
952,441457218,"Photo Lab: Picture Editor, effects & fun face app",102964224,USD,0,34585,34,4.5,4.5,2.8.24,12+,Photo & Video,37,5,10,1
953,441599491,ConjuVerb - Spanish Verb Conjugation Helper,49025024,USD,0.99,406,62,4.5,4.5,2.2,4+,Education,40,5,1,1
954,442012681,Skype for iPad,129096704,USD,0,60163,104,4,4.5,6.35.1,4+,Social Networking,24,5,32,1
955,442378070,Book Creator for iPad,86345728,USD,4.99,415,2,4,3,5.1.1,4+,Education,24,5,11,1
956,442522082,Modern Combat 3: Fallen Nation,1978085376,USD,6.99,23766,582,4.5,4.5,1.5.0,17+,Games,43,5,12,1
957,442705759,Toca Store,69277696,USD,2.99,1595,28,4,3.5,1.1.5,4+,Education,40,5,18,1
958,442839435,NBC – Watch Now and Stream Full TV Episodes,135252992,USD,0,55950,248,4,3.5,4.8.0,12+,Entertainment,37,5,1,1
959,443321291,CCW – Concealed Carry 50 State Guide,22264832,USD,1.99,644,45,5,4.5,3.3,12+,Reference,40,5,1,1
960,443324720,TOEIC®テスト文法640問1,10928128,USD,2.99,0,0,0,0,1.0.23,4+,Education,37,5,1,1
962,443354861,"Camera360 - Selfie Filter Camera, Photo Editor",161159168,USD,0,16729,2,4.5,4.5,8.5.6,12+,Photo & Video,37,0,12,1
963,443369807,Hotspot Shield Free VPN Proxy & Wi-Fi Privacy,72476672,USD,0,32499,438,4.5,4.5,3.7.5,4+,Productivity,37,5,11,1
964,443637419,Racing Penguin Free - Top Flying and Diving Game,79857664,USD,0,141224,1909,4.5,4.5,5.8.6,4+,Games,38,5,1,1
965,443646748,"Fitness Buddy+ Gym Workout Exercise, Home Trainer",224675840,USD,2.99,10386,58,4.5,4,5.86,4+,Health & Fitness,37,0,31,1
966,443904275,LINE,212208640,USD,0,11437,11,3.5,3,7.5.0,4+,Social Networking,37,5,17,1
967,443926246,驴妈妈旅游-订景点门票机票火车票特价酒店,145368064,USD,0,30,0,5,0,7.9.6,4+,Travel,37,5,1,1
968,443932954,Calculator for iPad Free.,48484352,USD,0,4021,538,4.5,4.5,2.53,4+,Utilities,40,4,32,1
969,444062672,NOAA Hurricane Center HD,8093696,USD,1.99,43,27,3.5,3.5,2,4+,Weather,26,5,1,1
971,444553118,Jesus Calling Devotional by Sarah Young,125770752,USD,9.99,1685,2,2.5,1.5,5.0.0,4+,Book,38,5,1,1
972,444553167,ADP Mobile Solutions,53805056,USD,0,8324,306,4,3,2.8.2,4+,Business,37,5,24,1
973,444745181,Daily Audio Bible App,13282304,USD,0.99,796,0,5,0,4.6.0,4+,Lifestyle,37,3,5,1
974,444844790,Scribblenauts Remix,209452032,USD,0.99,86127,179,4.5,4,7.1,9+,Games,40,5,2,1
975,444934666,QQ,218936320,USD,0,9109,17,3,1.5,7.0.1,12+,Social Networking,37,0,1,1
976,444947784,Talking Tom & Ben News for iPad,55250944,USD,0,20988,963,4,4.5,2.2.1,4+,Entertainment,24,5,13,1
977,445300213,Calc for Loan,880640,USD,3.99,0,0,0,0,3.0.1,4+,Finance,40,5,2,1
978,445338486,LOVOO - Dating Chat,85049344,USD,0,1985,4,4.5,5,3.26.0,17+,Social Networking,37,5,15,1
979,445375097,爱奇艺PPS -《欢乐颂2》电视剧热播,224617472,USD,0,14844,0,4,0,6.3.3,17+,Entertainment,38,5,3,1
981,445573854,当当-正品秒杀，首单立减5元,130363392,USD,0,65,0,3,0,6.9.1,4+,Shopping,38,0,1,1
982,445791750,Phoenix HD,92713984,USD,0,13106,230,4.5,4.5,2.6.2,9+,Games,37,5,14,1
983,445850671,Zaim,118128640,USD,0,44,0,4,0,6.1.3,4+,Finance,37,5,2,1
984,445996226,MailShot Pro- Group Email Done Right!,9162752,USD,3.99,425,11,4.5,4.5,5.3,4+,Productivity,37,5,4,1
988,446207961,Human Anatomy Atlas – 3D Anatomical Model of the Human Body,1312071680,USD,24.99,1298,144,4.5,4.5,8.0.27,12+,Medical,38,5,7,1
989,446324234,欢乐斗地主•腾讯,214474752,USD,0,403,5,3.5,4.5,5.52.001,17+,Games,43,5,1,1
990,446408493,Virtual Villagers 5: New Believers,36301672,USD,0.99,309,309,4,4,1.0.0,9+,Games,47,0,1,1
993,446760220,FINAL FANTASY TACTICS: THE WAR OF THE LIONS,507508522,USD,13.99,5180,3723,4.5,4.5,1.2.0,9+,Games,45,0,1,1
995,447024088,自転車ナビ by NAVITIME(ナビタイム) - 自転車のナビができるアプリ,48708608,USD,0,0,0,0,0,4.11.1,4+,Navigation,37,0,1,1
996,447149103,Reckless Getaway,123644928,USD,0.99,18259,77,4.5,4.5,1.1.4,12+,Games,43,5,1,1
997,447188370,Snapchat,203038720,USD,0,323905,576,2.5,3,10.9.2.0,12+,Photo & Video,37,0,22,1
998,447313708,途牛旅游-订机票酒店，查旅行景点门票,161202176,USD,0,51,1,4.5,5,9.1.4,17+,Travel,37,0,1,1
1000,447444215,"PDF Converter - Convert Documents, Photos to PDF",55156736,USD,4.99,1294,113,4.5,4.5,2.3.5,4+,Business,37,5,9,1
