,budget_fiscal_year,department_name,fund_name,account_name,total_expenditures,total_budget,account_group_name,department
34609,2012,PENSION,FIRE & POLICE TIER 2 GENERAL P,INVESTMENT MANAGER EXPENSE,26826483.17,85486500,,64
34610,2012,PENSION,FIRE & POLICE TIER 2 GENERAL P,OTHER EMPLOYEE BENEFITS,30222.36,50000,,64
34611,2012,PENSION,FIRE & POLICE TIER 5 GENERAL P,RET/PEN BENEFITS & REFUNDS,40767009.33,45000000,,64
34612,2012,PENSION,FIRE & POLICE TIER 5 SERVICE P,RET/PEN BENEFITS & REFUNDS,280431431.82,300000000,,64
34613,2012,PENSION,FIRE & POLICE TIER 2 GENERAL P,HEALTH INSURANCE,912333.71,920000,,64
34614,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,1890635.93,2178375,SALARIES AND BENEFITS,66
34615,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,3060934.16,5084133,EXPENSES,66
34616,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),TRAINING EXPENSE,183606.22,397299,SPECIAL,66
34617,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),MEDICAL SUPPLIES,473619.33,554395,EXPENSES,66
34618,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,290852.86,398433,EXPENSES,66
34619,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,144811.42,269377,SALARIES AND BENEFITS,66
34620,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,72675.84,99229,EXPENSES,66
34621,2012,PERSONNEL,CITY EMPLOYEES RIDESHARING FND,PERSONNEL,2596015.49,2596015.49,,66
34622,2012,PERSONNEL,CITY EMPLOYEES RIDESHARING FND,GENERAL SERVICES DEPT,520000,520000,,66
34623,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,29904199.54,30042918.42,SALARIES AND BENEFITS,66
34624,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),TRAVEL,4642.61,9500,EXPENSES,66
34625,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,0,SPECIAL,66
34626,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),ORAL BOARD EXPENSE,6228.54,23000,EXPENSES,66
34627,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,1229110.72,1562647,EXPENSES,66
34628,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),EMPLOYEE TRANSIT SUBSIDY,1471324.32,2060527,SPECIAL,66
34629,2012,PERSONNEL,GENERAL FUND (GENERAL BUDGET),EMPLOYEE SERVICE PINS,7196.52,7200,SPECIAL,66
34630,2012,POLICE,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,7599117.85,8093204.63,EXPENSES,70
34631,2012,POLICE,POLICE DEPT GRANT,2009 COPS TECHNOLIGY GRANT,484713.8,484713.8,,70
34632,2012,POLICE,POLICE DEPT GRANT,2010 BUFFER ZONE PROTECTION PROGRAM GRANT,1115441.21,1115441.21,,70
34633,2012,POLICE,POLICE DEPT GRANT,2009 BUFFER ZONE PROTECTION PROGRAM,192551.08,192551.08,,70
34634,2012,POLICE,POLICE DEPT GRANT,CITY ATTORNEY,30537,30537,,70
34635,2012,POLICE,POLICE DEPT GRANT,2012 JJCPA GRANT,48012.75,48012.75,,70
34636,2012,POLICE,LAPD REVOLVING TRAINING FUND,REIMBURSABLE TRAINING,517640.36,517640.36,,70
34637,2012,POLICE,GENERAL FUND (GENERAL BUDGET),"FURNITURE, OFFICE AND TECHNICAL EQUIPMENT",272480.11,285750.97,EQUIPMENT,70
34638,2012,POLICE,POLICE DEPT GRANT,2010 ARCHANGEL GRANT,3721.61,3721.61,,70
34639,2012,POLICE,POLICE DEPT GRANT,2009 UASI PRND PROGRAM,79613.91,79613.91,,70
34640,2012,POLICE,US DEPT OF JUSTICE ASSET FORFE,SPA-TRAVEL & TRAINING,201802.25,201802.25,,70
34641,2012,POLICE,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,2463238.25,2569000,EXPENSES,70
34642,2012,POLICE,MICLA REV BDS 2012 A-C ACCT FD,SID EQUIPMENT,69762.5,69762.5,,70
34643,2012,POLICE,LAPD REVOLVING TRAINING FUND,NON REIMBURSABLE TRAINING,976921.68,978949.51,,70
34644,2012,POLICE,POLICE DEPARTMENT TRUST FUND,CENTRAL JIP 10-0559,15195.99,15195.99,,70
34645,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,CITY ADMINISTRATIVE OFFICER,40528,40528,,70
34646,2012,POLICE,GENERAL FUND (GENERAL BUDGET),UNIFORMS,2356154.39,2375800,EXPENSES,70
34647,2012,POLICE,POLICE DEPT GRANT,2011 DNA BACKLOG REDUCTION GRANT,1128683.66,1128683.66,,70
34648,2012,POLICE,POLICE DEPT GRANT,2011-12 STEP GRANT,364927.72,364927.72,,70
34649,2012,POLICE,US DEPT OF JUSTICE ASSET FORFE,SUPPLEMENTAL POLICE ACCOUNT,,0,,70
34650,2012,POLICE,POLICE DEPT GRANT,2011/12 OPERATION ABC GRANT,3537.59,3537.59,,70
34651,2012,POLICE,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,837389.61,1019000,EXPENSES,70
34652,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,BOND ADMINISTRATION,8670.94,10000,,70
34653,2012,POLICE,POLICE DEPT GRANT,2012 MINOR DECOY/SHOULDER TAP GRANT,,0,,70
34654,2012,POLICE,GENERAL FUND (GENERAL BUDGET),TRAVEL,598176.14,640100,EXPENSES,70
34655,2012,POLICE,POLICE DEPT GRANT,2012 REAL ESTATE FRAUD PROSECUTION GRANT,7920.97,7920.97,,70
34656,2012,POLICE,MICLA REV BDS 2012 A-C ACCT FD,TRANSPORTATION EQUIP-MICLA CP,2214773.9,2214773.9,,70
34657,2012,POLICE,POLICE DEPT GRANT,2011 INTELLECTUAL PROPERTY ENFORCEMENT PROGRAM,,0,,70
34658,2012,POLICE,POLICE DEPT GRANT,GRANT REIMBURSEMENT TO GENERAL FUND,2000000,2000000,,70
34659,2012,POLICE,CALIF STATE ASSET FORFEITURE,POLICE OPERATIONS,2426039.51,2426039.51,,70
34660,2012,POLICE,POLICE DEPARTMENT TRUST FUND,MEDICAL LIAISON,641.62,641.62,,70
34661,2012,POLICE,POLICE DEPT GRANT,2011 OFF-HIGHWAY MOTOR VEHICLE GRANT,14589.99,14589.99,,70
34662,2012,POLICE,POLICE DEPT GRANT,2010 PORT SECURITY GRANT,2506110.04,2506110.04,,70
34663,2012,POLICE,CALIF STATE ASSET FORFEITURE,GENERAL SERVICES DEPT,1332,1332,,70
34664,2012,POLICE,POLICE DEPT GRANT,2011-12 SOBRIETY CHECKPOINT GRANT,48856.61,48856.61,,70
34665,2012,POLICE,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,8297090.74,8672200,EXPENSES,70
34666,2012,POLICE,POLICE DEPT GRANT,LAPD,3253325.13,3253325.13,,70
34667,2012,POLICE,ARRA-2009 COPS HIRING RECOVERY,GRANT REIMBURSEMENT TO GENERAL FUND,157974,157974,,70
34668,2012,POLICE,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,1892487.88,2332948,SALARIES AND BENEFITS,70
34669,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,REIMBURSEMENT OF GENERAL FUND COSTS,411065,411065,,70
34670,2012,POLICE,GENERAL FUND (GENERAL BUDGET),TRAFFIC AND SIGNAL,96333.94,101000,EXPENSES,70
34671,2012,POLICE,STANDARDS & TRAINNG FOR CORREC,FY 12 STD & TRAINING COLLECTION,284.5,284.5,,70
34672,2012,POLICE,CALIF STATE ASSET FORFEITURE,LAPD,160000,160000,,70
34673,2012,POLICE,POLICE DEPT GRANT,2011 ICAC GRANT,4529.31,4529.31,,70
34674,2012,POLICE,US DEPT OF JUSTICE ASSET FORFE,GENERAL SERVICES DEPT,1493394.78,1493394.78,,70
34675,2012,POLICE,POLICE DEPARTMENT TRUST FUND,IAID,1766.9,1766.9,,70
34676,2012,POLICE,POLICE DEPARTMENT TRUST FUND,VAN NUYS/VALLEY CARES CENTER,20700,20700,,70
34677,2012,POLICE,MICLA REV BDS 2012 A-C ACCT FD,GSD MICLA,84000,84000,,70
34678,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,LOSS RESERVE,,25000,,70
34679,2012,POLICE,GENERAL FUND (GENERAL BUDGET),SECRET SERVICE,841419.26,848000,EXPENSES,70
34680,2012,POLICE,US DEPT OF JUSTICE ASSET FORFE,SPA-EQUIPMENT,505559.91,505559.91,,70
34681,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,INSURANCE,,50000,,70
34682,2012,POLICE,GENERAL FUND (GENERAL BUDGET),SALARIES SWORN,961274075.15,962770790.66,SALARIES AND BENEFITS,70
34683,2012,POLICE,GENERAL FUND (GENERAL BUDGET),OVERTIME SWORN,17431933.28,22050532.38,SALARIES AND BENEFITS,70
34684,2012,POLICE,POLICE DEPARTMENT TRUST FUND,TD RIFLE/SLUG AMMUNITION PROJECT,991.62,991.62,,70
34685,2012,POLICE,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,203658279.67,203959747,SALARIES AND BENEFITS,70
34686,2012,POLICE,POLICE DEPARTMENT TRUST FUND,SID,731.59,731.59,,70
34687,2012,POLICE,POLICE DEPT GRANT,REIMBURSEMENT OF GENERAL FUND COSTS,296522.4,296522.4,,70
34688,2012,POLICE,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION EQUIPMENT,50164.15,54300,EQUIPMENT,70
34689,2012,POLICE,GENERAL FUND (GENERAL BUDGET),FIREARMS AMMUNITION OTHER DEVI,2253168.09,2271210,EXPENSES,70
34690,2012,POLICE,CALIF STATE ASSET FORFEITURE,GANG INTERVENTION PROGRAMS,,0,,70
34691,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,CITY CLERK,359769,359769,,70
34692,2012,POLICE,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,182250,185000,SALARIES AND BENEFITS,70
34693,2012,POLICE,GENERAL FUND (GENERAL BUDGET),RESERVE OFFICER EXPENSE,166980,301000,EXPENSES,70
34694,2012,POLICE,GENERAL FUND (GENERAL BUDGET),INSTITUTIONAL SUPPLIES,1075280.61,1077000,EXPENSES,70
34695,2012,POLICE,STANDARDS & TRAINNG FOR CORREC,LAPD,276000,276000,,70
34696,2012,POLICE,U.S. TREASURY ASSET FORFEITURE,POLICE OPERATIONS,49029.49,49029.49,,70
34697,2012,POLICE,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,14688.9,40000,EXPENSES,70
34698,2012,POLICE,POLICE DEPARTMENT TRUST FUND,77TH DIV JEOPARDY-PM HEIGHTS COMM COUNCIL,,10124.13,,70
34699,2012,POLICE,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,0,SPECIAL,70
34700,2012,POLICE,MICLA REV BDS 2012 A-C ACCT FD,POLICE HELICOPTERS-MICLA CP,261216.72,261216.72,,70
34701,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,LEASE RESERVE*,,470000,,70
34702,2012,POLICE,POLICE DEPT GRANT,2011-2012 PROJECT SAFE NEIGHBORHOODS PROGRAM GRANT,50000,50000,,70
34703,2012,POLICE,ARRA-2009 COPS HIRING RECOVERY,LAPD,3000000,3000000,,70
34704,2012,POLICE,GENERAL FUND (GENERAL BUDGET),ACCUMULATED OVERTIME,3218395.5,3258894.87,SALARIES AND BENEFITS,70
34705,2012,POLICE,LAPD REVOLVING TRAINING FUND,GENERAL SERVICES DEPT,302.85,302.85,,70
34706,2012,POLICE,US DEPT OF JUSTICE ASSET FORFE,"ONE TIME SUPPLIES, EXPENSES OR EQUIPMENT TO SUPPORT",1260871.2,1260871.2,,70
34707,2012,POLICE,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,18183963.22,20737660.67,EXPENSES,70
34708,2012,POLICE,US DEPT OF JUSTICE ASSET FORFE,SUPPLEMENTAL POLICE ACCOUNT,299315.08,299315.08,,70
34709,2012,POLICE,NARCOTICS ANALYSIS LABORATORY,"SUPPLIES, ANALYSIS & EQUIPMENT MAINTENANCE",,0,,70
34710,2012,POLICE,POLICE DEPT GRANT,2011 COPS CSPP GRANT,36221.03,36221.03,,70
34711,2012,POLICE,SP POLICE COMMUNIC/911 SYST TX,LEASE PAYMENTS,20774265.65,21068160,,70
34712,2012,POLICE,US DEPT OF JUSTICE ASSET FORFE,SPA-MISC OPERATIONAL EXP,221033.89,221033.89,,70
34713,2012,POLICE,POLICE DEPARTMENT TRUST FUND,JD-ABUSED CHILD SECTION,1400,1400,,70
34714,2012,POLICE,POLICE DEPT GRANT,2010 DRUG FREE COMMUNITIES SUPPORT PROGRAM,,0,,70
34715,2012,POLICE,CALIF STATE ASSET FORFEITURE,MAYOR,198676,198676,,70
34716,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,11500547.22,11616259,EXPENSES,74
34717,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,139841,SPECIAL,74
34718,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,7780556.73,8014978.53,SALARIES AND BENEFITS,74
34719,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,97589.53,111447,EXPENSES,74
34720,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),ST. LIGHTING IMPROVEMENTS AND,46576.17,55000,SPECIAL,74
34721,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,50460.57,52047,SALARIES AND BENEFITS,74
34722,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,229974.64,258121,EXPENSES,74
34723,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,8581.42,26137,EXPENSES,74
34724,2012,PUBLIC WORKS - BOARD OF PUBLIC WORKS,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,1712.83,2000,EXPENSES,74
34725,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,556680.26,1195038,SALARIES AND BENEFITS,76
34726,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,121173.15,137781,EXPENSES,76
34727,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,4474.42,22794,EXPENSES,76
34728,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,0,SPECIAL,76
34729,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,1342158.93,1417328,EXPENSES,76
34730,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,25915445.75,29082962.31,SALARIES AND BENEFITS,76
34731,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,16309.98,50157,EXPENSES,76
34732,2012,PUBLIC WORKS - CONTRACT ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,165682.02,244934,EXPENSES,76
34733,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,15853.81,91402,EXPENSES,78
34734,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,696846.45,1415040,EXPENSES,78
34735,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,1438.22,52362,EXPENSES,78
34736,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,68501008.58,70791236.82,SALARIES AND BENEFITS,78
34737,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,1600604,SPECIAL,78
34738,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,215343.38,243122,EXPENSES,78
34739,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),TRAVEL,1995.51,18000,EXPENSES,78
34740,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,41564.94,67629,EXPENSES,78
34741,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,96658.16,1176428.56,SALARIES AND BENEFITS,78
34742,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,42516.12,100052,EXPENSES,78
34743,2012,PUBLIC WORKS - ENGINEERING,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,608439.65,1310216,EXPENSES,78
34744,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),HIRING HALL SALARIES,449809.67,642025,SALARIES AND BENEFITS,82
34745,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,181464756.53,196709135,SALARIES AND BENEFITS,82
34746,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,7983227.99,8783836,SALARIES AND BENEFITS,82
34747,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,387988.72,696966,EXPENSES,82
34748,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,86691.88,507018,EXPENSES,82
34749,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,2791896,SPECIAL,82
34750,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),BENEFITS HIRING HALL,155203,204203,SALARIES AND BENEFITS,82
34751,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,223797.76,275094,EXPENSES,82
34752,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,3479751.27,4904531,EXPENSES,82
34753,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),"FURNITURE, OFFICE AND TECHNICAL EQUIPMENT",11218.81,27264,EQUIPMENT,82
34754,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),UNIFORMS,185127.6,618971,EXPENSES,82
34755,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,178759.9,196612,EXPENSES,82
34756,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,319801.61,387951,EXPENSES,82
34757,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),TRAVEL,1115.37,5000,EXPENSES,82
34758,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,3548403.27,4534775.85,SALARIES AND BENEFITS,82
34759,2012,PUBLIC WORKS - SANITATION,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,48887.1,111994,EXPENSES,82
34760,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,452154,SPECIAL,84
34761,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),BENEFITS HIRING HALL,789500,960696,SALARIES AND BENEFITS,84
34762,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),TRAVEL,10417.87,14569,EXPENSES,84
34763,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,15989210.3,17716143,SALARIES AND BENEFITS,84
34764,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,293370.71,429017.61,EXPENSES,84
34765,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,1024855.7,1719400,EXPENSES,84
34766,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,392041.74,529750,EXPENSES,84
34767,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),ST. LIGHTING IMPROVEMENTS AND SUPPLIES,4145438.75,4855240,SPECIAL,84
34768,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,,1000,EXPENSES,84
34769,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,7492.57,7500,EXPENSES,84
34770,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,6890.23,12500,EXPENSES,84
34771,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,934890.94,2173753.24,SALARIES AND BENEFITS,84
34772,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),"FURNITURE, OFFICE AND TECHNICA",123942,140000,EQUIPMENT,84
34773,2012,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),HIRING HALL SALARIES,1144007.37,1205635,SALARIES AND BENEFITS,84
34774,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),TRAVEL,1695.24,2000,EXPENSES,86
34775,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),UNIFORMS,25408.16,46858,EXPENSES,86
34776,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),UTILITIES EXPENSE PRIVATE COMPANY,540056.49,838751,EXPENSES,86
34777,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),BENEFITS HIRING HALL,176300,195935,SALARIES AND BENEFITS,86
34778,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),HIRING HALL SALARIES,351881.68,479390,SALARIES AND BENEFITS,86
34779,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),EARLY RETIREMENT INCENTIVE PROGRAM PAYOUT,,0,SPECIAL,86
34780,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,48943.28,85867,EXPENSES,86
34781,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,60972338.83,66004658.1,EXPENSES,86
34782,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,7947529.76,10468119.9,EXPENSES,86
34783,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,4465584.74,7086427.64,SALARIES AND BENEFITS,86
34784,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),HIRING HALL OVERTIME,4060.8,13000,SALARIES AND BENEFITS,86
34785,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,71486559.98,73812904.3,SALARIES AND BENEFITS,86
34786,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,498260.59,1209513,EXPENSES,86
34787,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,13440157.51,19351149.67,EXPENSES,86
34788,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,542613.06,1330037,EXPENSES,86
34789,2012,PUBLIC WORKS - STREET SERVICES,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,554067.29,810983,EXPENSES,86
34790,2012,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,MID VALLEY DIST RECREATION CTR,2687926.8,2687926.8,,88
34791,2012,RECREATION AND PARKS,RECREATION AND PARKS,SALARIES GENERAL,85248626.32,90509898,SALARIES AND BENEFITS,88
34792,2012,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,SENIOR PROGRAMS,163112.37,163112.37,,88
34793,2012,RECREATION AND PARKS,RECREATION AND PARKS,OVERTIME GENERAL,748706.88,1492901,SALARIES AND BENEFITS,88
34794,2012,RECREATION AND PARKS,RECREATION & PARKS GRANT,PUEBLO DEL RIO REC BLDG REFURBISHMENT,420639.91,420639.91,,88
34795,2012,RECREATION AND PARKS,RECREATION AND PARKS,BENEFITS HIRING HALL,577915,577915,SALARIES AND BENEFITS,88
34796,2012,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,N VALLEY DIST RECREATION CTR,753945.36,753945.36,,88
34797,2012,RECREATION AND PARKS,PARK & REC SITES & FACILITIES,PROP 40 CASH FLOW,,0,,88
34798,2012,RECREATION AND PARKS,RECREATION AND PARKS,PRINTING AND BINDING,215868.77,476983,EXPENSES,88
34799,2012,RECREATION AND PARKS,RECREATION & PARKS GRANT,CHEVY CHASE RC,14741,14741,,88
34800,2012,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,CAMPS,320318.56,320318.56,,88
34801,2012,RECREATION AND PARKS,RECREATION & PARKS GRANT,RITCHIE VALES RC,888571.73,888571.73,,88
34802,2012,RECREATION AND PARKS,PARK & REC SITES & FACILITIES,RAP FACILITIES,,0,,88
34803,2012,RECREATION AND PARKS,MICLA REV BDS 2012 A-C ACCT FD,PLAY EQUIPMENT STRUCTURES,175038.77,175038.77,,88
34804,2012,RECREATION AND PARKS,PARK & REC SITES & FACILITIES,BANNING MUSEUM PH III,,0,,88
34805,2012,RECREATION AND PARKS,RECREATION AND PARKS,UTILITIES EXPENSE PRIVATE COMPANY,14230035.22,16000000,EXPENSES,88
34806,2012,RECREATION AND PARKS,PARK & REC SITES & FACILITIES,ALPINE REC CTR,23259.64,30000,,88
34807,2012,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,S VALLEY DIST RECREATION CTR,973242.75,973242.75,,88
34808,2012,RECREATION AND PARKS,RECREATION AND PARKS,REFUSE COLLECTION SERVICES,1867902.33,3700000,SPECIAL,88
34809,2012,RECREATION AND PARKS,RECREATION AND PARKS,"MAINTENANCE MATERIALS, SUPPLIES & SERVICES",6936421.88,8629830,EXPENSES,88
