Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Geo Code,Address_1,Address_2,City,State,ZIP,Census Tract,SPA,SD,CD,SSD,SAD,USCD,Community,Inventory Type,Bed Type,Target Pop. A,Target Pop. B,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: Shp,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate,Unit Utilization Rate
339574,079-004251,2018,ES,East San Gabriel Valley Coalition for the Homeless,Winter Shelter Program - (East San Gabriel Valley),69037,1345 Turnbull Rd, ,Hacienda Heights,CA,91745.0,408402.0,3,4,0,32,57,39,Hacienda Heights,C,Facility-based beds,SMF,,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,390,390,2017-12-01,2018-03-31,0,0,236,390,0.61,0.6051282051282051
339617,326-005100,2018,ES,Gospel Missions of America,Gospel Missions of America,69037,1803 Nausika Ave, ,Rowland Heights,CA,91748.0,408705.0,3,4,0,29,55,39,Rowland Heights,C,Facility-based beds,SMF,,0.0,0.0,10,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,10,0,0,0,,,,0,0,,,0,0,8,10,0.8,0.8
346485,163-003208,2018,RRH,City of Pomona,CA1507 Pomona Operation Porchlight Rapid Re-Housing,62850,505 S Garey Ave,,Pomona,CA,91766.0,408800.0,3,1,0,20,52,35,Pomona,N,,SMF,,11.0,3.0,19,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,No,Yes,No,No,No,No,30,11,19,0,1.0,1.0,,0,0,,,0,0,30,30,1.0,1.0
346465,163-003205,2018,RRH,City of Pomona,Pomona Rapid Re-Housing Program (New),62850,505 S Garey Ave,,Pomona,CA,91766.0,408800.0,3,1,0,20,52,35,Pomona,C,,SMF,,2.0,1.0,1,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,3,2,1,0,1.0,1.0,,0,0,,,0,0,3,3,1.0,1.0
346461,163-003202,2018,PSH,City of Pomona,Shelter Plus Care (Pomona),62850,505 S Garey Ave,,Pomona,CA,91766.0,408800.0,3,1,0,20,52,35,Pomona,C,,SMF+HC,,62.0,16.0,86,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,148,62,86,0,1.0,1.0,,0,0,,,0,0,148,148,1.0,0.8921568627450981
338844,170-013315,2018,TH,Hathaway-Sycamores Child And Family Services,CA0510 Transitional Living Center (D),62850,750 E 3rd St,#L-21 and I-24,Pomona,CA,91766.0,408800.0,3,1,0,20,52,35,Pomona,C,,YMF,,0.0,0.0,10,0.0,0.0,0.0,0,0,10,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,10,0,10,0,,1.0,,0,0,,,0,0,8,10,0.8,0.8
338846,083-011280,2018,ES,Volunteers of America of Los Angeles,Winter Shelter Program Pomona,62850,600 S Park Ave, ,Pomona,CA,91766.0,402303.0,3,1,0,20,52,35,Pomona,C,Facility-based beds,SMF,,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,115,115,2017-12-01,2018-04-30,0,0,118,115,1.03,1.0260869565217392
346594,176-013001,2018,RRH,Union Station Homeless Services,USHS FSC Rapid Re-housing,69037,1755 Huntington Dr ,                                                  ,Duarte,CA,91010.0,430101.0,3,5,0,25,48,32,Duarte,C,,HC,,162.0,46.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,162,162,0,0,1.0,,,0,0,,,0,0,162,162,1.0,1.0
346590,176-013009,2018,PSH,Union Station Homeless Services,USHS SPA 3 Scattered Site PSH - HACoLA 1,69037,1755 E Huntington Dr,Ste. 103,Duarte,CA,91010.0,430101.0,3,5,0,25,48,32,Duarte,N,,SMF,,0.0,0.0,16,0.0,0.0,0.0,0,0,0,16,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,16,0,16,0,,1.0,,0,0,,,0,0,14,16,0.88,0.875
346592,176-013010,2018,PSH,Union Station Homeless Services,USHS SPA 3 Scattered Site PSH - HACoLA 2,69037,1755 E Huntington Dr,Ste. 103,Duarte,CA,91010.0,430101.0,3,5,0,25,48,32,Duarte,U,,SMF,,0.0,0.0,40,0.0,0.0,0.0,0,0,0,40,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,40,0,0,0,,,,0,0,,,0,0,0,40,0.0,0.0
346585,292-008901,2018,PSH,Pacific Clinics,CA0438 HACLA SPC Scattered Sites,69037,800 S Santa Anita Ave,,Arcadia,CA,91006.0,430801.0,3,5,0,22,49,27,Arcadia,C,,HC,,44.0,22.0,0,0.0,0.0,0.0,30,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,44,30,0,0,0.68,,,0,0,,,0,0,17,44,0.39,0.7727272727272727
346582,292-008151,2018,PSH,Pacific Clinics,CA0792 HACoLA SPC Scattered Sites,69037,800 S Santa Anita Ave,,Arcadia,CA,91006.0,430801.0,3,5,0,22,49,27,Arcadia,C,,SMF,,0.0,0.0,50,0.0,0.0,0.0,0,0,0,4,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,Yes,No,No,Yes,No,No,No,No,No,50,0,50,0,,1.0,,0,0,,,0,0,40,50,0.8,0.44
346717,083-011320,2018,RRH,Volunteers of America of Los Angeles,CES RRH Individuals SPA 3,61152,4501 Santa Anita Ave,                                                  ,El Monte,CA,91731.0,432402.0,3,1,0,22,49,32,El Monte,N,,SMF,,0.0,0.0,52,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,52,0,52,0,,1.0,,0,0,,,0,0,52,52,1.0,1.0
338323,396-016451a,2018,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 04 El Monte,61152,3350 Aerojet Ave, ,El Monte,CA,91731.0,433101.0,3,1,0,22,49,32,El Monte,C,Voucher beds,HC,,68.0,23.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,68,0,0,0,,,,0,0,,,0,0,68,68,1.0,1.0
338560,396-016451i,2018,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 20 San Gabriel,61152,3352 Aerojet Ave, ,El Monte,CA,91731.0,433101.0,3,1,0,22,49,32,El Monte,C,Voucher beds,HC,,54.0,18.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,54,0,0,0,,,,0,0,,,0,0,54,54,1.0,1.0
346705,436-018503,2018,PSH,West Hollywood Community Housing Corporation,Blue Hibiscus,69037,1125 N Detroit St,,West Hollywood,CA,90046.0,433200.0,3,1,0,22,48,32,El Monte,U,,SMF,,,0.0,22,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,22,0,0,0,,,,0,0,,,0,0,0,22,0.0,0.0
342598,219-002100,2018,TH,"BRIDGES, Inc.",Casitas Esperanza,61152,11927 Elliott Av , ,El Monte ,CA,91732.0,433901.0,3,1,0,22,48,32,El Monte,C,,SMF,,0.0,0.0,12,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,12,0,0,0,,,,0,0,,,0,0,12,12,1.0,0.9166666666666666
342599,219-002102,2018,TH,"BRIDGES, Inc.",Casitas Tranquilas,61152,11927 Elliott Ave, ,El Monte  ,CA,91732.0,433901.0,3,1,0,22,48,32,El Monte,C,,SMF,,0.0,0.0,15,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,15,0,0,0,,,,0,0,,,0,0,17,15,1.13,0.6666666666666666
338854,170-013316,2018,TH,Hathaway-Sycamores Child And Family Services,CA0509 Transitional Living Center (C),69037,2933 N El Nido Dr, ,Altadena ,CA,91001.0,460302.0,3,5,0,25,41,27,Altadena,C,,YMF,,0.0,0.0,22,0.0,0.0,0.0,0,0,22,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,22,0,22,0,,1.0,,0,0,,,0,0,11,22,0.5,0.5
338840,170-013314,2018,TH,Hathaway-Sycamores Child And Family Services,CA0512 Transitional Living Center (E),69037,2933 N El Nido Dr, ,Altadena ,CA,91001.0,460302.0,3,5,0,25,41,27,Altadena,C,,YMF,,0.0,0.0,28,0.0,0.0,0.0,0,0,28,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,28,0,28,0,,1.0,,0,0,,,0,0,14,28,0.5,0.5
347311,170-013319,2018,RRH,Hathaway-Sycamores Child And Family Services,CES RRH Youth SPA 3,69037,2933 N El Nido Dr,,Altadena,CA,91001.0,460302.0,3,5,0,25,41,27,Altadena,N,,YMF,,0.0,0.0,12,0.0,0.0,0.0,0,0,12,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,12,0,12,0,,1.0,,0,0,,,0,0,12,12,1.0,1.0
346584,541-021500,2018,RRH,Community Development Commission of the County of Los Angeles (CDC),Family Reunification Rapid ReHousing SPA 2 VOA,60030,700 W Main St ,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,HC,,2.0,1.0,2,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,4,2,2,0,1.0,1.0,,0,0,,,0,0,4,4,1.0,1.0
346605,541-021501,2018,RRH,Community Development Commission of the County of Los Angeles (CDC),Family Reunification Rapid ReHousing SPA 3 VOA,60030,700 W Main St ,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,HC,,24.0,8.0,1,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,25,24,1,0,1.0,1.0,,0,0,,,0,0,25,25,1.0,1.0
346598,541-021502,2018,RRH,Community Development Commission of the County of Los Angeles (CDC),Family Reunification Rapid ReHousing SPA 4 VOA,60030,700 W Main St ,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,HC,,8.0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,8,8,0,0,1.0,,,0,0,,,0,0,8,8,1.0,1.0
347588,541-021503,2018,RRH,Community Development Commission of the County of Los Angeles (CDC),Family Reunification Rapid ReHousing SPA 5 STJ,60030,700 W Main St ,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,SMF,,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,0,0,,,0,0,0,0,0.0,0.0
347528,541-021504,2018,RRH,Community Development Commission of the County of Los Angeles (CDC),Family Reunification Rapid ReHousing SPA 7 TWC,60030,700 W Main St ,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,HC,,26.0,7.0,2,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,28,26,2,0,1.0,1.0,,0,0,,,0,0,28,28,1.0,0.8888888888888888
346601,541-021505,2018,RRH,Community Development Commission of the County of Los Angeles (CDC),Family Reunification Rapid ReHousing SPA 8 HIS,60030,700 W Main St ,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,HC,,17.0,7.0,1,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,18,17,1,0,1.0,1.0,,0,0,,,0,0,18,18,1.0,1.0
347047,372-015000,2018,OPH,County of Los Angeles Department of Military and Veterans Affairs,Homeless Section 8 Voucher Program (HACoLA),60030,700 W Main St ,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,SMF+HC,,67.0,16.0,42,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,109,0,0,0,,,,0,0,,,0,0,109,109,1.0,1.0
346620,374-015107,2018,PSH,US Department of Veterans Affairs,VASH - HACoLA,60030,700 W Main St,,Alhambra,CA,91801.0,481001.0,3,5,0,22,49,27,Alhambra,C,,SMF+HC,,1204.0,403.0,1245,0.0,1204.0,0.0,0,1245,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,2449,0,0,0,,,,0,0,,,0,0,2449,2449,1.0,1.0097087378640777
344997,396-016451q,2018,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 51 Santa Clarita,63356,27233 Camp Plenty Rd, ,Canyon Country,CA,91351.0,920036.0,2,5,0,21,38,25,Santa Clarita,C,Voucher beds,HC,,12.0,4.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,12,0,0,0,,,,0,0,,,0,0,12,12,1.0,1.0
339578,407-017052,2018,ES,Family Promise Of San Gabriel Valley,Family Promise of San Gabriel Valley,63102,1255 San Gabriel Blvd, ,Rosemead,CA,91770.0,482522.0,7,1,0,32,49,38,Montebello,C,Facility-based beds,HC,,14.0,4.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,14,0,0,0,,,,0,0,,,0,0,10,14,0.71,0.75
338597,040-009462,2018,ES,The Salvation Army,TSA FSC Whittier Crisis Housing,64074,7926 Pickering Ave,,Whittier,CA,90606.0,501803.0,7,4,0,32,57,38,Whittier,N,Facility-based beds,HC,,26.0,8.0,1,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,27,26,1,0,1.0,1.0,,0,0,,,0,0,26,27,0.96,0.8888888888888888
338991,320-011553,2018,ES,Whittier First Day Coalition,CES Bridge Housing Program,64074,12426 Whittier Blvd, ,Whittier,CA,90602.0,502100.0,7,4,0,32,57,38,Whittier,C,Facility-based beds,SMF,,0.0,0.0,34,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,34,0,34,0,,1.0,,0,0,,,0,0,22,34,0.65,0.6470588235294118
338618,373-015057,2018,ES,The Whole Child,Coordinated Assessment Motel Vouchers (TWC),69037,9251 S Pioneer Blvd, ,Santa Fe Springs,CA,90670.0,502700.0,7,4,0,32,57,38,Santa Fe Springs,C,Voucher beds,HC,,22.0,6.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,22,22,0,0,1.0,,,0,0,,,0,0,22,22,1.0,1.3333333333333333
338616,373-015053,2018,ES,The Whole Child,TWC FSC Crisis Housing,69037,9251 Pioneer Blvd, ,Santa Fe Springs,CA,90670.0,502700.0,7,4,0,32,57,38,Santa Fe Springs,C,Facility-based beds,HC,,50.0,13.0,3,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,53,50,3,0,1.0,1.0,,0,0,,,0,0,50,53,0.94,0.8125
346545,373-015052,2018,RRH,The Whole Child,TWC FSC Rapid Re-Housing,69037,9251 Pioneer Blvd,                                                  ,Santa Fe Springs,CA,90670.0,502700.0,7,4,0,32,57,38,Santa Fe Springs,C,,HC,,305.0,75.0,13,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,318,305,13,0,1.0,1.0,,0,0,,,0,0,318,318,1.0,0.9659090909090909
346534,373-015063,2018,PSH,The Whole Child,CA0465 Shelter Plus Care,64074,10155 Colima Ave,,Whittier,CA,90603.0,503301.0,7,4,0,32,57,38,Whittier,C,,SMF,,552.0,138.0,23,0.0,0.0,0.0,552,0,0,23,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,Yes,No,No,575,552,23,0,1.0,1.0,,0,0,,,0,0,575,575,1.0,0.9440993788819876
346531,373-015066,2018,PSH,The Whole Child,CA1219 Shelter Plus Care,64074,10155 Colima Ave,,Whittier,CA,90603.0,503301.0,7,4,0,32,57,38,Whittier,C,,SMF,,81.0,19.0,9,0.0,0.0,0.0,81,0,0,9,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,Yes,No,No,90,81,9,0,1.0,1.0,,0,0,,,0,0,90,90,1.0,0.7857142857142857
346586,373-015059,2018,RRH,The Whole Child,Everychild Family Housing,64074,10155 Colima Ave,                                                  ,Whittier,CA,90603.0,503301.0,7,4,0,32,57,38,Whittier,C,,HC,,306.0,70.0,6,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,312,306,6,0,1.0,1.0,,0,0,,,0,0,312,312,1.0,0.9736842105263158
346537,373-015062,2018,RRH,The Whole Child,TWC Cities,64074,10155 Colima Ave,                                                  ,Whittier,CA,90603.0,503301.0,7,4,0,32,57,38,Whittier,C,,HC,,60.0,13.0,3,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,63,60,3,0,1.0,1.0,,0,0,,,0,0,63,63,1.0,1.0
338634,144-010911,2018,TH,United Friends of the Children,CA0431 Pathways to Independence,64074,10215-10231 Ruoff Ave, ,Whittier,CA,90604.0,503302.0,7,4,0,32,57,38,South Whittier,C,,YMF,,42.0,21.0,0,1.0,0.0,42.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,43,42,0,1,1.0,,1.0,0,0,,,0,0,39,43,0.91,1.6363636363636365
338631,144-010909,2018,TH,United Friends of the Children,UFC Pathways to Independence SPA 7,64074,10215 Ruoff Ave , ,Whittier ,CA,90604.0,503302.0,7,4,0,32,57,38,South Whittier,C,,YMF,,12.0,6.0,80,0.0,0.0,12.0,0,0,80,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,92,12,80,0,1.0,1.0,,0,0,,,0,0,69,92,0.75,0.7325581395348837
338629,144-010907,2018,TH,United Friends of the Children,CA0511 Pathways to Independence B,62118,200 S Mednik Ave, ,Los Angeles,CA,90022.0,530400.0,7,1,0,22,49,27,East Los Angeles,C,,YMF,,0.0,0.0,38,0.0,0.0,0.0,0,0,38,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,38,0,38,0,,1.0,,0,0,,,0,0,26,38,0.68,0.6842105263157895
344525,078-006307,2018,OPH,"Jovenes, Inc.",My Home - Mi Casa,62118,3941 Rockwood St,,Los Angeles,CA,90063.0,530902.0,7,1,0,24,51,34,East Los Angeles,C,,SMF,,0.0,0.0,23,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,23,0,0,0,,,,0,0,,,0,0,23,23,1.0,1.0
346497,011-001112,2018,PSH,A Community of Friends,CA1157 Las Flores - 2,62118,1063 S Eman Ave,,Los Angeles,CA,90023.0,531301.0,7,1,0,24,51,40,East Los Angeles,C,,HC,,38.0,12.0,6,0.0,0.0,0.0,38,0,0,6,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,44,38,6,0,1.0,1.0,,0,0,,,0,0,44,44,1.0,0.6666666666666666
338357,396-016451b,2018,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 05 Belvedere,62118,5445 Whittier Blvd, ,Los Angeles,CA,90022.0,531701.0,7,1,0,24,51,40,East Los Angeles,C,Voucher beds,HC,,59.0,20.0,0,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,59,0,0,0,,,,0,0,,,0,0,59,59,1.0,1.0
339604,024-006355,2018,TH,"JWCH Institute, Inc.",Recuperative Care,69037,5650 Jillson St, ,Commerce,CA,90040.0,532303.0,7,1,0,32,58,40,Commerce,C,,SMF,,0.0,0.0,38,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,Yes,No,No,No,No,No,No,38,0,38,0,,1.0,,0,0,,,0,0,38,38,1.0,0.9736842105263158
339602,024-006353,2018,ES,"JWCH Institute, Inc.",HOPWA - Emergency Shelter,69037,Confidential address ,,Los Angeles,CA,90005.0,532304.0,2,3,4,18,46,30,Sherman Oaks,C,Facility-based beds,SMF,HIV,0.0,0.0,27,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,27,0,0,0,,,,0,0,,,0,0,27,27,1.0,1.0
339610,024-006360,2018,TH,"JWCH Institute, Inc.",HOPWA - Transitional Housing,69037,8809 Crenshaw Blvd,,Inglewood,CA,90305.0,532304.0,8,2,0,35,62,43,Inglewood,C,,SMF,HIV,0.0,0.0,27,0.0,0.0,0.0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,27,0,0,0,,,,0,0,,,0,0,27,27,1.0,1.0
