HMIS Proj ID,Row #,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,SPA,SD,CD,Community,Geo Code,HMIS-Participating,Inventory Type,Bed Type,Target Pop.,Project Gender,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,Year-Round Beds,Total Seasonal Beds,Availability Start Date,Availability End Date,Overflow Beds,Individual Household Counted as Domestic Violence Victim,Family Household Members Counted as Domestic Violence Victim,Youth Household Members Counted as Domestic Violence Victim,PIT Count,Total Beds,Utilization Rate
3334,441166,2020,ES,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Recovery Bridge Housing Start House,2079 N. El Molino Ave.,Altadena,CA,91001,3,5,0,Altadena,69037,Yes,C,Facility-based beds,,,0,0,16,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,16,0,,,0,,,,8.0,16,0.5
3336,441863,2020,PSH,St. Joseph Center,HACLA Sec 8 Chronic TBV,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,46,15,6,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,52,0,,,0,0.0,0.0,0.0,52.0,52,1.0
3337,441865,2020,PSH,St. Joseph Center,HACLA Sec 8 NCH TBV,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,4,2,5,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,9,0,,,0,0.0,0.0,0.0,8.0,9,0.89
3341,441867,2020,PSH,The Salvation Army,CA1684 CIS PSH Youth,832 W. James M. Wood Blvd.,Los Angeles,CA,90015,4,1,14,Downtown,62118,Yes,C,,,,0,0,68,0,0,0,0,0,68,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,68,0,,,0,,,,43.0,68,0.63
3342,441868,2020,PSH,The Salvation Army,CA1685 CIS PSH,832 W. James M. Wood Blvd.,Los Angeles,CA,90015,4,1,14,Downtown,62118,Yes,C,,,,117,67,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,117,0,,,0,,,,51.0,117,0.44
3343,441869,2020,PSH,The People Concern,CA1689 LAMP Downtown,526 S. San Pedro St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,,,All,0,0,79,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,79,0,,,0,0.0,0.0,0.0,5.0,79,0.06
3347,441167,2020,ES,City of Pomona,PD ESG Crisis Housing,1400 E. Mission Blvd.,Pomona,CA,91766,3,1,0,Pomona,62850,Yes,C,Facility-based beds,,All,0,0,6,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,6,0,,,0,0.0,0.0,0.0,5.0,6,0.83
3348,441870,2020,TH,Los Angeles Child Guidance Clinic,ILP SPA 4,3031 S. Vermont Ave.,Los Angeles,CA,90007,6,2,9,Adams-Normandie,62118,Yes,C,,,All,0,0,12,0,0,0,0,0,12,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,,,0,0.0,0.0,0.0,5.0,12,0.42
3367,441871,2020,PSH,Housing Authority of the City of Los Angeles (HACLA),DHS WLCAC Bonus,11905 South Central Ave.,Los Angeles,CA,90059,6,2,15,Green Meadows,62118,Yes,C,,,All,0,0,10,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,8.0,10,0.8
3368,441872,2020,PSH,Los Angeles County Department of Mental Health (DMH),HACLA Tenant Based Supportive Housing TBSH 2017,550 S. Vermont Ave.,Los Angeles,CA,90020,4,2,13,Koreatown,62118,Yes,C,,,All,50,20,110,0,0,0,50,0,0,110,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,160,0,,,0,0.0,0.0,0.0,54.0,160,0.34
3369,441168,2020,ES,"House Of Hope Foundation, Inc",Recovery Bridge Housing SAPC,264 W. 9th St,San Pedro,CA,90731,8,4,15,San Pedro,62118,No,C,Facility-based beds,,Female,0,0,6,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,6,0,,,0,3.0,0.0,0.0,4.0,6,0.67
3388,441874,2020,TH,New Directions for Veterans,VA Clinical Treatment Transitional,"11303 Wilshire Blvd., VA Bldg. 116",Los Angeles,CA,90073,5,3,0,Veterans Administration,62118,Yes,C,,,Male,0,0,68,0,0,0,0,68,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,68,0,,,0,0.0,0.0,0.0,42.0,68,0.62
3389,441875,2020,TH,New Directions for Veterans,VA Low Demand Transitional,"11303 Wilshire Blvd., VA Bldg. 116",Los Angeles,CA,90073,5,3,0,Veterans Administration,62118,Yes,C,,,Male,0,0,58,0,0,0,0,58,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,58,0,,,0,0.0,0.0,0.0,43.0,58,0.74
3392,441876,2020,PSH,"Catholic Charities of Los Angeles, Inc.",HACLA/DHS TBSH,1531 James M. Wood Blvd.,Los Angeles,CA,90015,4,1,1,Westlake,62118,Yes,C,,,,24,8,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Tenant-based – scattered site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,24,0,,,0,,,,23.0,24,0.96
3393,441169,2020,ES,Bridge to Home,Crisis Housing Program SPA 2,23031 Drayton St.,Santa Clarita,CA,91350,2,5,0,Santa Clarita,63356,Yes,C,Facility-based beds,,All,0,0,60,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,60,0,,,0,0.0,0.0,0.0,57.0,60,0.95
3394,441170,2020,ES,"Exodus Recovery, Inc.",DMH Emergency Bridge Housing,8511 1/2 S. Vermont Ave.,Los Angeles,CA,90044,6,2,8,Vermont Knolls,62118,Yes,C,Facility-based beds,,,0,0,133,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,133,0,,,0,,,,58.0,133,0.44
3395,441171,2020,ES,Society of St. Vincent de Paul,CES Bridge Housing Program,210 N. Avenue 21,Los Angeles,CA,90031,4,1,1,Lincoln Heights,62118,Yes,C,Facility-based beds,,Male,0,0,50,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,50,0,,,0,0.0,0.0,0.0,45.0,50,0.9
3397,441172,2020,ES,"Special Service for Groups, Inc.",A Bridge Home St. Andrews Place,5965 St. Andrews Pl.,Los Angeles,CA,90047,6,2,8,Chesterfield Square,62118,Yes,C,Facility-based beds,,All,0,0,100,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,100,0,,,0,0.0,0.0,0.0,92.0,100,0.92
3398,441877,2020,RRH,Volunteers of America of Los Angeles,Adult Reentry Rental Assistance (ARRAP),1906 W. Garvey Ave.,West Covina,CA,91790,3,1,0,West Covina,64002,Yes,C,,,All,0,0,17,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,17,0,,,0,1.0,0.0,0.0,17.0,17,1.0
3399,441173,2020,ES,Weingart Center Association,CES Bridge Housing for Women Gardner Library,1403 N. Gardner St.,Los Angeles,CA,90046,4,3,4,Hollywood,62118,Yes,C,Facility-based beds,,Female,0,0,30,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,30,0,,,0,0.0,0.0,0.0,26.0,30,0.87
3400,441174,2020,ES,"Holliday's Helping Hands, Inc.",DHS Recuperative Care 104th,145-147 E. 104th St.,Los Angeles,CA,90003,6,2,8,Broadway-Manchester,62118,Yes,C,Facility-based beds,,Female,23,23,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,23,0,,,0,0.0,0.0,0.0,19.0,23,0.83
3402,441175,2020,ES,The Whole Child,TWC FSC Crisis Housing Safe Families,1801 Lake Shore Ave.,Los Angeles,CA,90026,4,1,13,Echo Park,62118,Yes,C,Facility-based beds,,All,108,43,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,109,0,,,0,0.0,0.0,0.0,92.0,109,0.84
3403,441177,2020,ES,The Midnight Mission,CES Crisis Housing Program 2,601 S. San Pedro St.,Los Angeles,CA,90014,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,65,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,65,0,,,0,0.0,0.0,0.0,59.0,65,0.91
3405,441878,2020,TH,Resurrection House Foundation,Resurrection House Foundation 1,160-162 W. 104th St.,Los Angeles,CA,90003,6,2,8,Broadway-Manchester,62118,No,C,,,Male,6,3,8,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,14,0,,,0,0.0,0.0,0.0,14.0,14,1.0
3406,441880,2020,TH,Resurrection House Foundation,Resurrection House Foundation 2,640-642 E. 76th Pl.,Los Angeles,CA,90001,6,2,9,Florence,62118,No,C,,,Male,0,0,4,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,4,0,,,0,0.0,0.0,0.0,4.0,4,1.0
3407,441881,2020,TH,Resurrection House Foundation,Resurrection House Foundation 3,645-647 E. 76th Pl.,Los Angeles,CA,90001,6,2,9,Florence,62118,No,C,,,Female,4,2,4,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,,,0,0.0,0.0,0.0,8.0,8,1.0
3408,441883,2020,RRH,Los Angeles County Development Authority (LACDA),Family Reunification Rapid Re-Housing SPA 4 PATH,3323 W. Washington Bvld.,Los Angeles,CA,90018,4,2,10,Arlington Heights,62118,Yes,C,,,All,5,2,5,0,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,10.0,10,1.0
3411,441885,2020,PSH,New Directions for Veterans,Sun Valley Senior Apartments,"11303 Wilshire Blvd., VA Bldg. 116",Los Angeles,CA,90073,5,3,0,Veterans Administration,62118,Yes,C,,,,0,0,48,0,0,0,0,48,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,48,0,,,0,,,,0.0,48,0.0
3423,441886,2020,PSH,The Salvation Army,PBV Athens Vista,1300 W. 105th St.,Los Angeles,CA,90044,8,2,0,Athens-Westmont,69037,No,C,,,All,0,0,37,0,0,0,0,0,0,12,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,37,0,,,0,0.0,0.0,0.0,35.0,37,0.95
3424,441887,2020,PSH,Mental Health America,PBV Courson Arts Colony West,931 East Ave.,Palmdale,CA,93550,1,5,0,Palmdale,61914,No,C,,,,0,0,40,0,0,0,0,9,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,40,0,,,0,0.0,0.0,0.0,36.0,40,0.9
3425,441888,2020,PSH,The People Concern,PBV Kensington Campus I,45244-45260 32nd St W.,Los Angeles,CA,93536,1,5,0,Lancaster,61914,No,C,,,All,0,0,50,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,50,0,,,0,0.0,0.0,0.0,56.0,50,1.12
3426,441889,2020,PSH,The People Concern,PBV/ King 1101,1107 W. Martin Luther King Jr. Blvd.,Los Angeles,CA,90037,6,2,9,Exposition Park,62118,No,C,,,All,36,7,11,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,47,0,,,0,0.0,0.0,0.0,47.0,47,1.0
3428,441891,2020,PSH,The People Concern,PBV Mosaic Garden at Pomona,1680 S. Garey Ave.,Pomona,CA,91766,3,1,0,Pomona,62850,No,C,,,All,23,8,15,0,0,0,0,0,0,14,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,,,0,0.0,0.0,0.0,39.0,38,1.03
3429,441892,2020,PSH,The Salvation Army,PBV Bell Oasis Apartments (The Hunt),5502 K Street,Bell,CA,90201,7,1,0,Bell,69037,No,C,,,All,0,0,64,0,0,0,0,43,0,21,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,64,0,,,0,0.0,0.0,0.0,64.0,64,1.0
3430,441893,2020,PSH,Skid Row Housing Trust,DHS Weldon Apartments,507 S. Maple Ave.,Los Angeles,CA,90013,4,2,14,Downtown,62118,No,U,,,All,0,0,72,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,72,0,,,0,0.0,0.0,0.0,,72,
3432,441894,2020,PSH,The People Concern,PBV The Nightingale,6218 Compton Ave.,Los Angeles,CA,90001,7,2,0,Florence-Firestone,69037,No,C,,,All,0,0,29,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,29,0,,,0,0.0,0.0,0.0,31.0,29,1.07
3433,441895,2020,PSH,Mental Health America,PBV Courson Arts Colony East,38147 10th St E,Palmdale,CA,93550,1,5,0,Palmdale,62658,No,C,,,All,0,0,20,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,20,0,,,0,0.0,0.0,0.0,19.0,20,0.95
3451,441178,2020,ES,LA Family Housing Corporation (LAFH),CES Enhanced Bridge Housing Older Adults,7817 Simpson Ave.,Los Angeles,CA,91605,2,3,6,Sun Valley,62118,Yes,C,Facility-based beds,,All,0,0,25,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,25,0,,,0,0.0,0.0,0.0,26.0,25,1.04
3453,441179,2020,ES,National Health Foundation,CES Enhanced Bridge Housing Older Adults,1032 W. 18th St.,Los Angeles,CA,91746,8,4,15,San Pedro,62118,Yes,C,Facility-based beds,,All,0,0,3,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,,,0,0.0,0.0,0.0,3.0,3,1.0
3454,441180,2020,ES,Weingart Center Association,CES Enhanced Bridge Housing Older Adults,566 S. San Pedro St.,Los Angeles,CA,90013,4,2,14,Downtown,62118,Yes,C,Facility-based beds,,All,0,0,10,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,8.0,10,0.8
3502,441896,2020,RRH,St. Joseph Center,HDAP,204 Hampton Dr.,Venice,CA,90291,5,3,11,Venice,62118,Yes,C,,,All,0,0,10,0,0,0,0,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,10,0,,,0,0.0,0.0,0.0,10.0,10,1.0
3504,441181,2020,ES,Home at Last Community Development Corporation,CES Crisis Housing Individuals SPA 6,5165 Vermont Ave.,Los Angeles,CA,90037,6,2,9,Vermont Square,62118,Yes,C,Facility-based beds,,Male,0,0,70,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,70,0,,,0,0.0,0.0,0.0,12.0,70,0.17
3505,441897,2020,RRH,Los Angeles County Development Authority (LACDA),Family Reunification Rapid Re-Housing SPA 6 UBH,1025 S. Long Beach Blvd,Los Angeles,CA,90221,6,2,0,Compton,62118,Yes,C,,,All,38,11,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,38,0,,,0,0.0,0.0,0.0,38.0,38,1.0
3514,441182,2020,ES,"Special Service for Groups, Inc.",CES Enhanced Bridge Housing Older Adults,1422 S. Wilton Pl.,Los Angeles,CA,90019,4,2,10,Arlington Heights,62118,Yes,C,Facility-based beds,,,0,0,16,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,16,0,,,0,,,,0.0,16,0.0
3516,441898,2020,RRH,1736 Family Crisis Center,SSVF RRH,1044 S. Figueroa St.,Wilmington,CA,90744,8,4,15,Harbor City,62118,Yes,C,,,All,4,1,1,0,1,0,0,1,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,5,0,,,0,0.0,0.0,0.0,5.0,5,1.0
3519,441900,2020,TH,Total Restoration Ministries,Substance Abuse Recovery,420 N. Reservoir St.,Pomona,CA,91767,3,1,0,Pomona,62850,No,C,,,All,31,7,4,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,,,0,0.0,3.0,0.0,48.0,35,1.37
3522,441183,2020,ES,Downtown Womens Center,CES Bridge Housing Program,442 S. San Pedro St.,Los Angeles,CA,90013,4,1,14,Downtown,62118,Yes,C,Facility-based beds,,Female,0,0,24,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,24,0,,,0,3.0,0.0,0.0,26.0,24,1.08
3523,441902,2020,PSH,People Assisting the Homeless (PATH),83rd Street Housing for Health,507 W. 83rd St.,Los Angeles,CA,90044,6,2,8,Vermont Knolls,62118,Yes,C,,,All,0,0,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,,,0,0.0,0.0,0.0,14.0,15,0.93
3530,441184,2020,ES,The Salvation Army,A Bridge Home Imperial Hwy,2316 E. Imperial Hwy.,Los Angeles,CA,90059,6,2,15,Watts,62118,Yes,C,Facility-based beds,,,0,0,100,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,100,0,,,0,,,,87.0,100,0.87
3543,441903,2020,PSH,St. John Well Child and Family Center,CA1787 Permanent Supportive Housing SPA 6,808 W. 58th St.,Los Angeles,CA,90037,6,2,9,Vermont-Slauson,62118,Yes,C,,,,0,0,64,0,0,0,0,0,0,64,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,64,0,,,0,,,,0.0,64,0.0
3545,440882,2020,ES,The Salvation Army,Winter Shelter Program The Way In Youth SPA 4,5939 Hollywood Blvd.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,C,Facility-based beds,,,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,30,2019-11-27,2020-01-31,0,,,,36.0,30,1.2
3545,440883,2020,ES,The Salvation Army,Winter Shelter Program The Way In Youth SPA 4,5939 Hollywood Blvd.,Los Angeles,CA,90028,4,3,13,Hollywood,62118,Yes,U,Facility-based beds,,,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,40,2020-02-01,2020-03-31,0,,,,,0,
3546,440884,2020,ES,Bryant Temple CDC,Winter Shelter Program Western SPA 6,7900 S. Western Ave.,Los Angeles,CA,90047,6,2,8,Manchester Square,62118,Yes,C,Facility-based beds,,Male,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,100,2019-12-01,2020-03-31,0,0.0,0.0,0.0,73.0,100,0.73
3563,440885,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5100 Women SPA 6,5100 S. Central Ave.,Los Angeles,CA,90011,6,2,9,Central-Alameda,62118,Yes,C,Facility-based beds,,Female,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,48,2019-12-01,2020-03-31,0,0.0,0.0,0.0,45.0,48,0.94
3563,440886,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5100 Women SPA 6,5100 S. Central Ave.,Los Angeles,CA,90011,6,2,9,Central-Alameda,62118,Yes,U,Facility-based beds,,Female,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,30,2020-04-01,2020-12-31,0,0.0,0.0,0.0,,0,
3564,440888,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5108 Women SPA 6,5108 S. Central Ave.,Los Angeles,CA,90011,6,2,9,Central-Alameda,62118,Yes,C,Facility-based beds,,Female,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,12,2019-12-01,2020-03-31,0,0.0,0.0,0.0,9.0,12,0.75
3564,440887,2020,ES,Home at Last Community Development Corporation,Winter Shelter Program 5108 Women SPA 6,5108 S. Central Ave.,Los Angeles,CA,90011,6,2,9,Central-Alameda,62118,Yes,U,Facility-based beds,,Female,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,0,8,2020-04-01,2020-12-31,0,0.0,0.0,0.0,,0,
