Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,Inventory Type,TH Unit Type,Bed Type,Target Pop. A,Target Pop. B,Youth Program,Veteran Program,HMIS,McKinney- Vento,LAHSA Funded,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate
251146,024-006358,2016,ES,"JWCH Institute, Inc.",Recuperative Care - Bell Shelter,5600 Rickenbacker Rd.,Bell,CA,90201.0,69037.0,532304.0,SPA 7,SD 1,NA ,SSD 32,AD 53,C,,Facility-based beds,SMF,HIV,0,1,Non-HMIS,No,No,0.0,0.0,30,0.0,0.0,0.0,,30.0,0.0,,,30,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,30.0,30,1.0
251264,024-006355,2016,TH,"JWCH Institute, Inc.",Recuperative Care Transitional Housing,566 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,Single,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,37,0.0,0.0,0.0,,0.0,0.0,,,37,0.0,37.0,0.0,,1.0,,,,,,,,37.0,37,1.0
251229,519-020200,2016,PSH,Korean Immigrant Workers Association,KIWA,,,CA,,,,SPA 4,SD 2,CD1,SSD 24,AD 53,C,,,HC,DV,0,0,Non-HMIS,No,No,140.0,42.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,0.0,0.0,0.0,,,,,,,,,,152.0,152,1.0
251023,026-006855,2016,ES,LA Family Housing Corporation,Comunidad Cesar Chavez Family Shelter,207 & 221 N. Breed Street,Los Angeles,CA,90033.0,62118.0,204420.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,,Facility-based beds,HC,,0,0,HMIS,Yes,Yes,140.0,21.0,0,0.0,0.0,0.0,,0.0,0.0,,,140,140.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,92.0,140,0.66
250983,026-006899,2016,ES,LA Family Housing Corporation,Crisis Housing - Motel Vouchers (SPA 2),7817 Lankershim Blvd.,North Hollywood,CA,91605.0,62118.0,121900.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,,Voucher beds,HC,,0,0,HMIS,Yes,Yes,47.0,13.0,2,0.0,0.0,0.0,,0.0,0.0,,,49,47.0,2.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,49.0,49,1.0
251340,026-006888,2016,PSH,LA Family Housing Corporation,Day Street Apartments,7639 Day St.,Los Angeles,CA,91042.0,62118.0,101400.0,SPA 2,SD 5,CD7,SSD 25,AD 39,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45,0.0,45.0,0.0,,1.0,,,,,,,,47.0,45,1.04
251319,026-006895,2016,RRH,LA Family Housing Corporation,First 5 LA Rental Assistance RRH Round 2,7817 Lankershim Blvd,North Hollywood,CA,91605.0,62118.0,121802.0,SPA 2,SD 3,CD6,SSD 18,AD 39,N,,,HC,,0,0,HMIS,Yes,Yes,129.0,41.0,0,0.0,0.0,0.0,,0.0,0.0,,,129,129.0,0.0,0.0,1.0,,,,,,,,,129.0,129,1.0
253810,026-006902,2016,ES,LA Family Housing Corporation,FSC Canby Emergency Housing,8822 Canby St,Northridge,CA,91325.0,62118.0,115202.0,SPA 2,SD 3,CD12,SSD 18,AD 45,C,,Facility-based beds,HC,,1,0,Non-HMIS,No,No,36.0,9.0,0,0.0,0.0,36.0,,0.0,0.0,,,36,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,33.0,36,0.92
250976,026-006890,2016,RRH,LA Family Housing Corporation,FSC Rapid Re-Housing,7843 Lankershim Blvd.,Los Angeles,CA,91605.0,62118.0,121802.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,,,HC,,0,0,HMIS,Yes,Yes,86.0,24.0,0,0.0,0.0,0.0,,0.0,0.0,,,86,86.0,0.0,0.0,1.0,,,,,,,,,86.0,86,1.0
251273,026-006871,2016,TH,LA Family Housing Corporation,GPD - LA Valley Shelter,7843 Lankershim Blvd.,North Hollywood,CA,91605.0,62118.0,121900.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,Single,,SMF,,0,1,HMIS,Yes,Yes,0.0,0.0,135,0.0,0.0,0.0,,135.0,0.0,,,135,0.0,135.0,0.0,,1.0,,,,,,,,133.0,135,0.99
251024,026-006867,2016,TH,LA Family Housing Corporation,GPD - Project Home Again: The Family Shelter Expansion,7817 Lankershim Blvd.,Los Angeles,CA,91605.0,62118.0,121900.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,Multiple,,HC,,0,1,HMIS,Yes,Yes,209.0,55.0,0,0.0,209.0,0.0,,0.0,0.0,,,209,209.0,0.0,0.0,1.0,,,,,,,,,118.0,209,0.56
251112,026-006886,2016,OPH,LA Family Housing Corporation,Homeless Section 8 Voucher Program (HACLA) - Scattered Sites,7817 Lankershim Blvd.,Los Angeles,CA,91605.0,62118.0,121802.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,,,SMF+HC,,0,0,HMIS,Yes,Yes,0.0,0.0,464,0.0,0.0,0.0,,0.0,0.0,,,464,0.0,464.0,0.0,,1.0,,,,,,,,464.0,464,1.0
251294,026-006891,2016,PSH,LA Family Housing Corporation,Klump Apartments,5120 Klump Avenue,North Hollywood,CA,91601.0,62118.0,125401.0,SPA 2,SD 3,CD2,SSD 18,AD 39,C,,,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,,,,,,,,,,12.0,15,0.8
251148,026-006872,2016,ES,LA Family Housing Corporation,LA Family Housing Valley Shelter - Emergency,7843 Lankershim Blvd.,North Hollywood,CA,91605.0,62118.0,121900.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,,Facility-based beds,SMF,,0,0,Non-HMIS,Yes,Yes,0.0,0.0,89,0.0,0.0,0.0,,0.0,0.0,,,89,0.0,89.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,89.0,89,1.0
251149,026-006887,2016,RRH,LA Family Housing Corporation,New Lease Program,7817 Lankershim Blvd.,Los Angeles,CA,91605.0,62118.0,121802.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,,,HC,,0,0,HMIS,Yes,Yes,89.0,41.0,2,0.0,0.0,0.0,,0.0,0.0,,,91,89.0,2.0,0.0,1.0,1.0,,,,,,,,91.0,91,1.0
251111,026-006884,2016,PSH,LA Family Housing Corporation,Palo Verde,8925 Glenoaks Blvd,Sun Valley,CA,91352.0,62118.0,121102.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,,,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,60,0.0,0.0,0.0,,,,,,,,,,55.0,60,0.92
253806,026-006901,2016,ES,LA Family Housing Corporation,Path to Home Reserved Crisis Housing Program,7843 Lankershim Blvd.,Los Angeles,CA,91605.0,62118.0,121900.0,SPA 2,SD 3,CD6,SSD 18,AD 39,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,30,0.0,0.0,0.0,,0.0,0.0,,,30,0.0,30.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,29.0,30,0.97
251116,029-007000,2016,TH,LA House of Ruth,Casa Guadalupe Transitional Shelter,Confidential,Los Angeles,CA,90033.0,62118.0,203600.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,Single,,HC,,0,0,Non-HMIS,Yes,Yes,20.0,4.0,0,0.0,0.0,0.0,,0.0,0.0,,,20,20.0,0.0,0.0,1.0,,,,,,,,,12.0,20,0.6
251151,029-007006,2016,OPH,LA House of Ruth,Homeless Section 8 Program Vouchers (HACLA),599 N Main St,Pomona,CA,91768.0,62850.0,402303.0,SPA 3,SD 1,NA ,SSD 20,AD 52,C,,,SMF+HC,,0,0,HMIS,Yes,Yes,128.0,40.0,0,0.0,0.0,0.0,,0.0,0.0,,,128,128.0,0.0,0.0,1.0,,,,,,,,,128.0,128,1.0
251150,029-007002,2016,TH,LA House of Ruth,Transitional Shelter (609),Confidential,Los Angeles,CA,90033.0,62118.0,203600.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,Single,,SFHC,,0,0,Non-HMIS,Yes,Yes,17.0,4.0,0,0.0,0.0,0.0,,0.0,0.0,,,17,17.0,0.0,0.0,1.0,,,,,,,,,13.0,17,0.76
253813,028-006417,2016,ES,"LAMP Community, Inc.",Lamp Community Reserved Crisis Housing Program,527 S. Crocker St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,20,0.0,0.0,0.0,,0.0,0.0,,,20,0.0,20.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,12.0,20,0.6
251241,028-006404,2016,PSH,"LAMP Community, Inc.",Lamp Lodge SHP,660 S. Stanford Ave.,Los Angeles,CA,90021.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12,0.0,12.0,0.0,,1.0,,,,,,,,12.0,12,1.0
251265,028-006410,2016,PSH,"LAMP Community, Inc.",Lamp Supportive Housing Program,526 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25,0.0,25.0,0.0,,1.0,,,,,,,,24.0,25,0.96
251067,028-006405,2016,PSH,"LAMP Community, Inc.","Lamp, Inc. - Lodge SRA",660 S. Stanford Ave.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17,0.0,17.0,0.0,,1.0,,,,,,,,17.0,17,1.0
251113,028-006401,2016,PSH,"LAMP Community, Inc.","Lamp, Inc. - Scattered Sites PRA",526 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,,SMHC,,0,0,HMIS,Yes,Yes,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,25,0.0,25.0,0.0,,1.0,,,,,,,,8.0,25,0.32
251266,028-006415,2016,PSH,"LAMP Community, Inc.",Stabilization Supportive Housing,1920 W. 3rd St.,Los Angeles,CA,90057.0,62118.0,208903.0,SPA 4,SD 1,CD1,SSD 24,AD 53,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,2.0,0.0,,1.0,,,,,,,,2.0,2,1.0
251114,028-006411,2016,PSH,"LAMP Community, Inc.",United Way SS FA 1,526 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33,0.0,33.0,0.0,,1.0,,,,,,,,33.0,33,1.0
251115,028-006412,2016,PSH,"LAMP Community, Inc.",United Way SS FA 5,526 S. San Pedro St.,Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18,0.0,18.0,0.0,,1.0,,,,,,,,18.0,18,1.0
251311,028-006408,2016,ES,"LAMP Community, Inc.",Village Shelter AB109,"527 Crocker St,",Los Angeles,CA,90013.0,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,30,0.0,0.0,0.0,,0.0,0.0,,,30,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,30.0,30,1.0
251321,417-017500,2016,PSH,LINC Cares,Mosaic Gardens at Huntington Park,6337 Middleton Street,Hungtington Park,CA,90255.0,61698.0,532604.0,SPA 7,SD 1,NA ,SSD 33,AD 53,N,,,SMF+HC,,1,0,Non-HMIS,No,No,43.0,13.0,13,0.0,0.0,33.0,10.0,0.0,0.0,13.0,0.0,56,0.0,0.0,0.0,,,,,,,,,,47.0,56,0.84
251312,417-017501,2016,PSH,LINC Housing,Seasons at Compton,15810 S. Frailey Avenue,Compton,CA,90221.0,60804.0,542106.0,SPA 6,SD 2,NA ,SSD 33,AD 63,C,,,SMF,,0,0,Non-HMIS,No,No,8.0,3.0,99,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,107,0.0,0.0,0.0,,,,,,,,,,107.0,107,1.0
250916,271-006450,2016,TH,Little House,Residential Services,,,CA,,,,SPA 7,SD 4,NA ,SSD 32,AD 58,C,Single,,SF,DV,0,0,Non-HMIS,No,No,0.0,0.0,28,0.0,0.0,0.0,,0.0,0.0,,,28,,0.0,0.0,,,,,,,,,,28.0,28,1.0
251295,092-006507,2016,OPH,Little Tokyo Service Center,Larry Itliong Village,153 N Glendale Blvd,Los Angeles,CA,90026.0,62118.0,208302.0,SPA 4,SD 1,CD13,SSD 24,AD 51,C,,,SMF+HC,,1,0,HMIS,Yes,Yes,2.0,1.0,44,0.0,0.0,2.0,,0.0,44.0,,,46,0.0,0.0,0.0,,,,,,,,,,10.0,46,0.22
251279a,396-016451a,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 04 El Monte,3350 Aerojet Ave,El Monte,CA,91731.0,61152.0,433101.0,SPA 3,SD 1,NA ,SSD 22,AD 49,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,45.0,16.0,0,0.0,0.0,0.0,,0.0,0.0,,,45,0.0,0.0,0.0,,,,0.0,,,,,,45.0,45,1.0
251279b,396-016451b,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 05 Belvedere,5445 Whittier Blvd.,Los Angeles,CA,90022.0,62118.0,531701.0,SPA 7,SD 1,NA ,SSD 24,AD 51,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,42.0,14.0,0,0.0,0.0,0.0,,0.0,0.0,,,42,0.0,0.0,0.0,,,,0.0,,,,,,42.0,42,1.0
251279c,396-016451c,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 06 Cudahy,8130 S. Atlantic Ave.,Cudahy,CA,90201.0,69037.0,534301.0,SPA 7,SD 1,NA ,SSD 33,AD 63,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,56.0,19.0,0,0.0,0.0,0.0,,0.0,0.0,,,56,0.0,0.0,0.0,,,,0.0,,,,,,56.0,56,1.0
251279d,396-016451d,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 11 East Valley,14545 Lanark St.,Panorama City,CA,91402.0,62118.0,120020.0,SPA 2,SD 3,CD6,SSD 18,AD 46,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,63.0,21.0,0,0.0,0.0,0.0,,0.0,0.0,,,63,0.0,0.0,0.0,,,,0.0,,,,,,63.0,63,1.0
251279e,396-016451e,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 12 Expo Park,3833 S. Vermont Ave.,Los Angeles,CA,90037.0,62118.0,231220.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,84.0,29.0,0,0.0,0.0,0.0,,0.0,0.0,,,84,0.0,0.0,0.0,,,,0.0,,,,,,84.0,84,1.0
251279f,396-016451f,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 13 Metro Family,2615 S. Grand Ave.,Los Angeles,CA,90007.0,62118.0,224600.0,SPA 6,SD 1,CD9,SSD 30,AD 59,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,73.0,25.0,0,0.0,0.0,0.0,,0.0,0.0,,,73,0.0,0.0,0.0,,,,0.0,,,,,,73.0,73,1.0
251279g,396-016451g,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 15 Metro East,2855 E. Olympic Blvd.,Los Angeles,CA,90023.0,62118.0,205120.0,SPA 4,SD 1,CD14,SSD 24,AD 53,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,24.0,8.0,0,0.0,0.0,0.0,,0.0,0.0,,,24,0.0,0.0,0.0,,,,0.0,,,,,,24.0,24,1.0
251279h,396-016451h,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 17 Florence,1740 E. Gage Ave.,Los Angeles,CA,90001.0,62118.0,532700.0,SPA 7,SD 2,NA ,SSD 33,AD 59,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,21.0,7.0,0,0.0,0.0,0.0,,0.0,0.0,,,21,0.0,0.0,0.0,,,,0.0,,,,,,21.0,21,1.0
251279i,396-016451i,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 20 San Gabriel,3352 Aerojet Ave.,El Monte,CA,91731.0,61152.0,433101.0,SPA 3,SD 1,NA ,SSD 22,AD 49,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,45.0,15.0,0,0.0,0.0,0.0,,0.0,0.0,,,45,0.0,0.0,0.0,,,,0.0,,,,,,45.0,45,1.0
251279j,396-016451j,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 26 Compton,211 E. Alondra Blvd.,Compton,CA,90220.0,60804.0,542502.0,SPA 6,SD 2,NA ,SSD 35,AD 64,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,56.0,19.0,0,0.0,0.0,0.0,,0.0,0.0,,,56,0.0,0.0,0.0,,,,0.0,,,,,,56.0,56,1.0
251279k,396-016451k,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 27 So. Central,10728 S. Central Ave.,Los Angeles,CA,90059.0,62118.0,242000.0,SPA 6,SD 2,CD15,SSD 35,AD 64,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,94.0,32.0,0,0.0,0.0,0.0,,0.0,0.0,,,94,0.0,0.0,0.0,,,,0.0,,,,,,94.0,94,1.0
251279l,396-016451l,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 31 South Family,17600 Santa Fe Ave.,Compton,CA,90221.0,60804.0,543305.0,SPA 8,SD 2,NA ,SSD 35,AD 64,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,110.0,37.0,0,0.0,0.0,0.0,,0.0,0.0,,,110,0.0,0.0,0.0,,,,0.0,,,,,,110.0,110,1.0
251279m,396-016451m,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 34 Lancaster,349-B East Ave. K-6,Lancaster,CA,93535.0,61914.0,900504.0,SPA 1,SD 5,NA ,SSD 21,AD 36,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,157.0,53.0,0,0.0,0.0,0.0,,0.0,0.0,,,157,0.0,0.0,0.0,,,,0.0,,,,,,157.0,157,1.0
251279n,396-016451n,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 36 Pomona,2040 W. Holt Ave.,Pomona,CA,91768.0,62850.0,402402.0,SPA 3,SD 1,NA ,SSD 20,AD 52,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,45.0,16.0,0,0.0,0.0,0.0,,0.0,0.0,,,45,0.0,0.0,0.0,,,,0.0,,,,,,45.0,45,1.0
251279o,396-016451o,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 38 Metro North,2601 Wilshire Blvd.,Los Angeles,CA,90057.0,62118.0,208720.0,SPA 4,SD 2,CD1,SSD 24,AD 53,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,81.0,27.0,0,0.0,0.0,0.0,,0.0,0.0,,,81,0.0,0.0,0.0,,,,0.0,,,,,,81.0,81,1.0
251279p,396-016451p,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 40 Norwalk,12727 Norwalk Blvd.,Norwalk,CA,90650.0,62490.0,552200.0,SPA 7,SD 4,NA ,SSD 32,AD 57,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,63.0,21.0,0,0.0,0.0,0.0,,0.0,0.0,,,63,0.0,0.0,0.0,,,,0.0,,,,,,63.0,63,1.0
251279q,396-016451q,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 51 Santa Clarita,27233 Camp Plenty Rd.,Canyon Country,CA,91351.0,63356.0,920036.0,SPA 2,SD 5,NA ,SSD 21,AD 38,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,21.0,7.0,0,0.0,0.0,0.0,,0.0,0.0,,,21,0.0,0.0,0.0,,,,0.0,,,,,,21.0,21,1.0
251279r,396-016451r,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 60 Rancho Park,11110 W. Pico Blvd.,Los Angeles,CA,90064.0,62118.0,267800.0,SPA 5,SD 3,CD5,SSD 30,AD 54,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,73.0,25.0,0,0.0,0.0,0.0,,0.0,0.0,,,73,0.0,0.0,0.0,,,,0.0,,,,,,73.0,73,1.0
251279s,396-016451s,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 62 Paramount,2961 E. Victoria St.,Rancho Dominguez,CA,90221.0,69037.0,543305.0,SPA 8,SD 2,NA ,SSD 35,AD 64,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,45.0,15.0,0,0.0,0.0,0.0,,0.0,0.0,,,45,0.0,0.0,0.0,,,,0.0,,,,,,45.0,45,1.0
251279t,396-016451t,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 66 Lincoln Heights,4077 N. Mission Rd.,Los Angeles,CA,90032.0,62118.0,199110.0,SPA 4,SD 1,CD14,SSD 24,AD 51,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,28.0,10.0,0,0.0,0.0,0.0,,0.0,0.0,,,28,0.0,0.0,0.0,,,,0.0,,,,,,28.0,28,1.0
251279u,396-016451u,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 82 West Valley,21415-21615 Plummer St.,Chatsworth,CA,91311.0,62118.0,113237.0,SPA 2,SD 5,CD12,SSD 27,AD 38,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,73.0,25.0,0,0.0,0.0,0.0,,0.0,0.0,,,73,0.0,0.0,0.0,,,,0.0,,,,,,73.0,73,1.0
251279v,396-016451v,2016,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 83 SW Family,8300 S. Vermont Ave.,Los Angeles,CA,90044.0,62118.0,238320.0,SPA 6,SD 2,CD8,SSD 30,AD 59,C,,Voucher beds,HC,,0,0,Non-HMIS,No,No,192.0,65.0,0,0.0,0.0,0.0,,0.0,0.0,,,192,0.0,0.0,0.0,,,,0.0,,,,,,192.0,192,1.0
250958a,396-016450a,2016,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 3),11652 E. Garvey Ave.,El Monte,CA,91732.0,61152.0,433403.0,SPA 3,SD 1,NA ,SSD 22,AD 48,C,,Voucher beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,61,0.0,0.0,0.0,,0.0,0.0,,,61,0.0,0.0,0.0,,,,0.0,,,,,,61.0,61,1.0
250958b,396-016450b,2016,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 5),8686 Venice Blvd.,Los Angeles,CA,90034.0,62118.0,270200.0,SPA 5,SD 2,CD10,SSD 30,AD 54,C,,Voucher beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,6,0.0,0.0,0.0,,0.0,0.0,,,6,0.0,0.0,0.0,,,,0.0,,,,,,6.0,6,1.0
250958c,396-016450c,2016,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 6),7517 S. San Pedro St.,Los Angeles,CA,90003.0,62118.0,239601.0,SPA 6,SD 2,CD9,SSD 30,AD 59,C,,Voucher beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,38,0.0,0.0,0.0,,0.0,0.0,,,38,0.0,0.0,0.0,,,,0.0,,,,,,38.0,38,1.0
250958d,396-016450d,2016,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 7),4531 E. Slauson Ave.,Maywood,CA,90270.0,69037.0,533701.0,SPA 7,SD 1,NA ,SSD 33,AD 63,C,,Voucher beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,46,0.0,0.0,0.0,,0.0,0.0,,,46,0.0,0.0,0.0,,,,0.0,,,,,,46.0,46,1.0
250958e,396-016450e,2016,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 8),1030 W. El Segundo Blvd.,Gardena,CA,90247.0,61428.0,602900.0,SPA 8,SD 2,NA ,SSD 35,AD 62,C,,Voucher beds,SMF,,0,0,Non-HMIS,No,No,0.0,0.0,53,0.0,0.0,0.0,,0.0,0.0,,,53,0.0,0.0,0.0,,,,0.0,,,,,,53.0,53,1.0
251200,179-006903,2016,ES,Los Angeles Gay & Lesbian Community Services Center,Emergency Overnight Bed Program,1220 N. Highland Ave.,Los Angeles,CA,90038.0,62118.0,191901.0,SPA 4,SD 3,CD4,SSD 26,AD 50,C,,Facility-based beds,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,14,0.0,0.0,0.0,,0.0,0.0,,,14,0.0,14.0,0.0,,1.0,,0.0,0.0,,,0.0,0.0,14.0,14,1.0
250937,179-006901,2016,TH,Los Angeles Gay & Lesbian Community Services Center,Kruks/Tilsner Transitional Living Program,1625 N. Schrader Blvd.,Los Angeles,CA,90028.0,62118.0,190700.0,SPA 4,SD 3,CD13,SSD 26,AD 50,C,Single,,SMF,,0,0,HMIS,Yes,Yes,0.0,0.0,22,0.0,0.0,0.0,,0.0,0.0,,,22,0.0,22.0,0.0,,1.0,,,,,,,,24.0,22,1.09
254777,179-006905,2016,TH,Los Angeles Gay & Lesbian Community Services Center,RHY Transitional Housing Program,1625 N. Schrader Blvd.,Los Angeles,CA,90028.0,62118.0,190700.0,SPA 4,SD 3,CD13,SSD 26,AD 50,N,Single,,SMF,,1,0,HMIS,Yes,Yes,0.0,0.0,10,0.0,0.0,0.0,,0.0,10.0,,,10,0.0,10.0,0.0,,1.0,,,,,,,,10.0,10,1.0
