Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Address,Address 2,City,State,ZIP,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
282874,124-008505,2017,PSH,Penny Lane Centers,Penny Lane Permanent Housing Center Program,8906 Columbus Ave.,,North Hills,CA,91343,62118.0,117510.0,SPA 2,SD 3,CD7,SSD 18,AD 46,USCD 29,North Hills,C,,Project Based,SMF+HC,,Yes,Yes,No,Yes,9.0,4.0,3.0,0.0,0.0,0.0,9.0,3.0,3.0,1.0,,No,,,,,,,,,,,Single,Yes,12,9.0,3.0,0.0,1.0,1.0,,,,,,,,11.0,12,0.92,0.8571428571428571
306815,044-008598,2017,PSH,People Assisting the Homeless (PATH),Gateway Connections CoC Program,340 North Madison Avenue,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Tenant Based,SMF,,Yes,Yes,Yes,No,,,25.0,,,1.0,,0.0,,25.0,,No,,,,,,,,,,,Multiple,Yes,25,,25.0,,,1.0,,,,,,,,25.0,25,1.0,1.0
283295,044-008582,2017,PSH,People Assisting the Homeless (PATH),Housing for Health (PATH),340 N. Madison Ave.,,Los Angeles,CA,90004,62118.0,192700.0,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,N,,Tenant Based,SMF,,No,Yes,No,No,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,,141.0,,No,,,,,,,,,,,Multiple,Yes,141,0.0,141.0,0.0,,1.0,,,,,,,,141.0,141,1.0,1.0
283241,011-001132,2017,PSH,People Assisting the Homeless (PATH),Villas at Gower Apartments,1726 N. Gower St,,Los Angeles,CA,90028,62118.0,191000.0,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,C,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,10.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,10.0,39.0,0.0,No,,,,,,,,,,,Single,Yes,65,10.0,55.0,0.0,1.0,1.0,,,,,,,,65.0,65,1.0,1.0
306846,044-008605,2017,PSH,People Assisting the Homeless (PATH),Winnetka Village,20750 Sherman Way,,Winnetka,CA,91316,62118.0,134002.0,SPA 2,SD 3,CD3,SSD 27,AD 45,USCD 30,Winnetka,C,,Sponsor Based,SMF,,Yes,Yes,No,No,,,61.0,,,0.0,,0.0,,0.0,,No,,,,,,,,,,,Single,Yes,61,,61.0,,,1.0,,,,,,,,61.0,61,1.0,1.0
283009,105-008955,2017,PSH,Project New Hope,"Ready, Willing and Able (B): Norlin Lockwood, Hoover and Nyumba Apartments",1900 North Marianna Avenue,,Los Angeles,CA,90032,62118.0,209510.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Project Based,SMF+HC,HIV,Yes,Yes,No,No,34.0,10.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,No,,,,,,,,,,,Scattered,Yes,102,34.0,68.0,0.0,1.0,1.0,,,,,,,,81.0,102,0.79,0.7692307692307693
283010,105-008956,2017,PSH,Project New Hope,"Ready, Willing, and Able (A): Norlin Lockwood, Hoover and Nyumba Apartments",616 W. 81st St.,,Los Angeles,CA,90027,62118.0,238310.0,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 37,South Vermont,C,,Project Based,SMF+HC,HIV,Yes,Yes,No,No,98.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,No,,,,,,,,,,,Scattered,Yes,122,98.0,24.0,0.0,1.0,1.0,,,,,,,,78.0,122,0.64,0.8043478260869565
282870,105-008963,2017,PSH,Project New Hope,Tripp House,1130 S PALOS VERDES ST,,San Pedro,CA,90731,62118.0,297110.0,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,San Pedro,C,,Sponsor Based,SMF+HC,HIV,Yes,Yes,No,No,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,5.0,,No,,,,,,,,,,,Single,Yes,5,0.0,5.0,0.0,,1.0,,,,,,,,5.0,5,1.0,0.8
282929,102-009002,2017,PSH,"Prototypes, Inc.",Permanent Housing Project for Disabled Women & Children,837 E. Arrow Hwy.,,Pomona,CA,91767,62850.0,402101.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,,Project Based,HC,,Yes,Yes,No,No,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,No,,,,,,,,,,,Scattered,Yes,50,50.0,0.0,0.0,1.0,,,,,,,,,15.0,50,0.3,0.6
283387,102-009012,2017,PSH,"Prototypes, Inc.",S. Mark Taper Foundation Family Living Center PH,837 East Arrow Hwy,,Pomona,CA,91767,62850.0,402101.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,,Not Applicable,SMF+HC,,Yes,Yes,No,No,35.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,,,,,,,,,,,Single,Yes,36,35.0,1.0,0.0,1.0,1.0,,,,,,,,25.0,36,0.69,0.9090909090909091
308795,102-009014,2017,PSH,"Prototypes, Inc.",Shelter Plus Care (City of Pomona Grant Holder),837 East Arrow Hwy,,Pomona,CA,91767,62850.0,402101.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,N,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,48.0,8.0,0.0,,0.0,0.0,0.0,0.0,48.0,0.0,,No,,,,,,,,,,,Multiple,Yes,48,48.0,0.0,,1.0,,,,,,,,,32.0,48,0.67,1.0
282987,102-009010,2017,PSH,"Prototypes, Inc.",Women's Center - Shelter Plus Care - Tenant Based,845 East Arrow Hwy,,Pomona,CA,91767,62118.0,402101.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,,Tenant Based,HC,,Yes,No,No,No,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,No,,,,,,,,,,,Multiple,Yes,29,0.0,0.0,0.0,,,,,,,,,,29.0,29,1.0,1.0
283218,104-009462,2017,PSH,"San Fernando Valley Community Mental Health Center, Inc.",HACLA Shelter Plus Care Program,14660 Oxnard St.,,Van Nuys,CA,91411,62118.0,128400.0,SPA 2,SD 3,CD4,SSD 18,AD 46,USCD 29,Van Nuys,C,,,SMF,,Yes,Yes,No,No,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,18.0,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,Yes,25,0.0,25.0,0.0,,1.0,,,,,,,,11.0,25,0.44,0.44
283070,036-009802,2017,PSH,Skid Row Housing Trust,Abey and Charles Cobb Apartments 118,521 S. San Pedro St.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,,90.0,,No,,,,,,,,,,,Single,Yes,118,0.0,118.0,0.0,,1.0,,,,,,,,108.0,118,0.92,0.9152542372881356
283110,036-009804,2017,PSH,Skid Row Housing Trust,Dewey Hotel,721 S. Main St.,,Los Angeles,CA,90014,62118.0,207301.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SMF,HIV,Yes,Yes,No,No,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,,17.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,42,0.0,42.0,0.0,,1.0,,,,,,,,39.0,42,0.93,0.9285714285714286
283111,036-009805,2017,PSH,Skid Row Housing Trust,Edward Hotel,713 E. 5th Street,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,,6.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,46,0.0,46.0,0.0,,1.0,,,,,,,,44.0,46,0.96,0.9782608695652174
283112,036-009807,2017,PSH,Skid Row Housing Trust,Hart Hotel,508 E 4TH ST,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,,7.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,38,0.0,38.0,0.0,,1.0,,,,,,,,31.0,38,0.82,1.0
283113,036-009809,2017,PSH,Skid Row Housing Trust,Lincoln Hotel,549-551 Ceres Ave.,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SMF,HIV,Yes,Yes,No,No,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,,40.0,,No,,,,,,,,,,,Single,Yes,40,0.0,40.0,0.0,,1.0,,,,,,,,37.0,40,0.92,0.925
283071,036-009810,2017,PSH,Skid Row Housing Trust,New Carver Apartments,1624 S. Hope St.,,Los Angeles,CA,90015,62118.0,224010.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,,34.0,,No,,,,,,,,,,,Single,Yes,92,0.0,92.0,0.0,,1.0,,,,,,,,87.0,92,0.95,0.9456521739130435
283037,036-009823,2017,PSH,Skid Row Housing Trust,New Genesis Apartments,456 S. Main Street,,Los Angeles,CA,90013,62118.0,207302.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,,56.0,,No,,,,,,,,,,,Single,Yes,79,0.0,79.0,0.0,,1.0,,,,,,,,69.0,79,0.87,0.8734177215189873
283306,036-009812,2017,PSH,Skid Row Housing Trust,New Pershing Hotel,108 E. 5TH St.,,Los Angeles,CA,90013,62118.0,207302.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,35.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,50,0.0,50.0,0.0,,1.0,,,,,,,,45.0,50,0.9,0.9
283072,036-009813,2017,PSH,Skid Row Housing Trust,Produce Hotel,676 S. Central Ave.,,Los Angeles,CA,90021,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,,11.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,95,0.0,95.0,0.0,,1.0,,,,,,,,84.0,95,0.88,0.9052631578947369
283143,036-009814,2017,PSH,Skid Row Housing Trust,Rainbow Apartments,643 S. San Pedro St.,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,,79.0,,No,,,,,,,,,,,Single,Yes,87,0.0,87.0,0.0,,1.0,,,,,,,,83.0,87,0.95,0.9540229885057471
283144,036-009833,2017,PSH,Skid Row Housing Trust,Skid Row Housing - Scattered Sites 275,502 San Julian St.,,Los Angeles,CA,90021,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,,275.0,,No,,,,,,,,,,,Scattered,Yes,275,0.0,275.0,0.0,,1.0,,,,,,,,160.0,275,0.58,0.5818181818181818
283074,036-009832,2017,PSH,Skid Row Housing Trust,Skid Row Housing - Skid Row Collaborative,729 S. Main St.,,Los Angeles,CA,90013,62118.0,207301.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,,69.0,,No,,,,,,,,,,,Scattered,Yes,224,0.0,224.0,0.0,,1.0,,,,,,,,202.0,224,0.9,0.90625
283247,036-009800,2017,PSH,Skid Row Housing Trust,Skid Row Housing Trust - Abbey Apartments,625 S. San Pedro St.,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,,45.0,,No,,,,,,,,,,,Single,Yes,45,0.0,45.0,0.0,,1.0,,,,,,,,40.0,45,0.89,0.8888888888888888
283038,036-009830,2017,PSH,Skid Row Housing Trust,St. George Hotel 15,115 E. 3rd St.,,Los Angeles,CA,90013,62118.0,207302.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,15.0,,No,,,,,,,,,,,Single,Yes,15,0.0,15.0,0.0,,1.0,,,,,,,,10.0,15,0.67,0.6666666666666666
283035,036-009820,2017,PSH,Skid Row Housing Trust,St. George Hotel 69,115 E. 3rd St.,,Los Angeles,CA,90012,62118.0,207302.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,,69.0,,No,,,,,,,,,,,Single,Yes,69,0.0,69.0,0.0,,1.0,,,,,,,,62.0,69,0.9,0.8985507246376812
283036,036-009821,2017,PSH,Skid Row Housing Trust,St. Mark's Hotel,611 E. 5th St.,,Los Angeles,CA,90013,62118.0,206200.0,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Not Applicable,SMF,,Yes,Yes,No,No,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,,17.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,89,0.0,89.0,0.0,,1.0,,,,,,,,85.0,89,0.96,0.9550561797752809
283281,036-009824,2017,PSH,Skid Row Housing Trust,Star Apartments,240 E. 6th street ,,Los Angeles,CA,90014,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,58.0,,No,,,,,,,,,,,Single,Yes,100,0.0,100.0,0.0,,1.0,,,,,,,,94.0,100,0.94,0.94
283330,036-009838,2017,PSH,Skid Row Housing Trust,The Six Apartments,811 S. Carondolet St.,,Los Angeles,CA,90057,62118.0,209401.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,38.0,,No,,,,,,,,,,,Single,Yes,50,0.0,50.0,0.0,,1.0,,,,,,,,41.0,50,0.82,0.84
283315,037-010009,2017,PSH,South Central Health & Rehabilitation Program,SCHARP Figueroa Apartments,5216 S. Figueroa Street,,Los Angeles,CA,90037,62118.0,232700.0,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,Vermont Square,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,,18.0,,No,,,,,,,,,,,Single,Yes,18,0.0,18.0,0.0,,1.0,,,,,,,,18.0,18,1.0,1.0
283253,038-010103,2017,PSH,"Special Service for Groups, Inc.",Shelter Plus Care - Tenant Based Project (HACLA),1310 Wilshire Blvd. ,,Los Angeles,CA,90017,62118.0,209102.0,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Tenant Based,SMF+HC,,Yes,Yes,No,No,64.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,64.0,25.0,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,Yes,89,64.0,25.0,0.0,1.0,1.0,,,,,,,,46.0,89,0.52,0.7083333333333334
283040,039-009703,2017,PSH,SRO Housing Corporation,Eugene Hotel,560 S. Stanford Avenue,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SM,HIV,Yes,Yes,No,No,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,,43.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,43,0.0,43.0,0.0,,1.0,,,,,,,,43.0,43,1.0,1.0
283079,039-009736,2017,PSH,SRO Housing Corporation,Renato Apartments,531 S. San Julian Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,,95.0,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,95,0.0,95.0,0.0,,1.0,,,,,,,,90.0,95,0.95,0.9473684210526315
283117,039-009717,2017,PSH,SRO Housing Corporation,Rivers Apartments,1242 E. 7th Street,,Los Angeles,CA,90021,62118.0,226002.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Project Based,SMF,HIV,Yes,Yes,No,No,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,,35.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,35,0.0,35.0,0.0,,1.0,,,,,,,,35.0,35,1.0,1.0
306629,039-009738,2017,PSH,SRO Housing Corporation,Shelter Plus Care Scattered Sites,310 E. 5th Street,,Los Angeles,CA,90013,62118.0,206300.0,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SMF,,Yes,Yes,No,No,,,273.0,,,0.0,,0.0,,273.0,,No,,,,,,,,,,,Scattered,Yes,273,,273.0,,,1.0,,,,,,,,254.0,273,0.93,0.9304029304029304
282904,089-010451,2017,PSH,"Step Up On Second Street, Inc.",Daniel's Village,2624 santa monica blvd,,Santa Monica,CA,90404,63384.0,701602.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Not Applicable,SMF,,Yes,Yes,No,Yes,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,,7.0,,No,,,,,,,,,,,Single,Yes,7,0.0,7.0,0.0,,1.0,,,,,,,,7.0,7,1.0,1.0
282869,089-010461,2017,PSH,"Step Up On Second Street, Inc.",Hollywood Tamarind Project,1146 Tamarind Avenue,,Los Angeles,CA,90038,62118.0,190902.0,SPA 4,SD 3,CD13,SSD 24,AD 50,USCD 28,Hollywood,C,,Tenant Based,SMF,,Yes,Yes,No,No,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,7.0,,No,,,,,,,,,,,Single,Yes,7,0.0,7.0,0.0,,1.0,,,,,,,,5.0,7,0.71,0.7142857142857143
282911,089-010457,2017,PSH,"Step Up On Second Street, Inc.",HUD Supportive Housing Program - Step up On 5th,1548 5th ST,,Santa Monica,CA,90401,63384.0,701902.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,,44.0,,No,,,,,,,,,,,Single,Yes,44,0.0,44.0,0.0,,1.0,,,,,,,,42.0,44,0.95,0.9545454545454546
282909,089-010460,2017,PSH,"Step Up On Second Street, Inc.",Michael's Village,7160 Sunset Blvd,,Santa Monica,CA,90401,63384.0,701902.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,30.0,,No,,,,,,,,,,,Single,Yes,30,0.0,30.0,0.0,,1.0,,,,,,,,24.0,30,0.8,0.8
283311,089-010469,2017,PSH,"Step Up On Second Street, Inc.",Step Up On Colorado - aka the Kaufman Building,520 Colorado Ave,,Santa Monica,CA,30401,63384.0,701902.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,,32.0,,No,,,,,,,,,,,Single,Yes,32,0.0,32.0,0.0,,1.0,,,,,,,,31.0,32,0.97,0.96875
306260,089-010471,2017,PSH,"Step Up On Second Street, Inc.",Step Up on Second,1328 2nd Street,,Santa Monica,CA,90401,63384.0,701902.0,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Project Based,SMF,,Yes,Yes,No,No,,,34.0,,,0.0,,0.0,,34.0,,No,,,,,,,,,,,Single,Yes,34,,34.0,,,1.0,,,,,,,,33.0,34,0.97,0.9705882352941176
283283,089-010459,2017,PSH,"Step Up On Second Street, Inc.",Step Up on Vine,1057 N Vine St,,Los Angeles,CA,90038,62118.0,191810.0,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,C,,Project Based,SMF,,Yes,Yes,No,No,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,,32.0,,No,,,,,,,,,,,Single,Yes,32,0.0,32.0,0.0,,1.0,,,,,,,,32.0,32,1.0,1.0
306257,531-020950,2017,PSH,The Kindred Center,Supportive Housing Program,230 W. 101st. St.,,Los Angeles,CA,90003,62118.0,240500.0,SPA 6,SD 2,CD8,SSD 30,AD 64,USCD 43,Green Meadows,C,,Project Based,SMF,,Yes,Yes,Yes,No,,,15.0,,,6.0,,0.0,,9.0,,No,,,,,,,,,,,Single,Yes,15,,15.0,,,1.0,,,,,,,,11.0,15,0.73,0.7333333333333333
306166,373-015058,2017,PSH,The Whole Child,Shelter Plus Care,10155 Colima Rd.,,Whittier,CA,90603,64074.0,503301.0,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Whittier,C,,Tenant Based,SMF+HC,,Yes,Yes,No,No,337.0,77.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,Multiple,Yes,349,337.0,12.0,0.0,1.0,1.0,,,,,,,,271.0,349,0.78,0.797752808988764
282952,313-010751,2017,PSH,Tri-City Mental Health Center,Tri-City Mental Health,200 N. Garey Ave.,,Pomona,CA,91767,62850.0,402200.0,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,,1.0,,No,,,,,,,,,,,Single,Yes,23,0.0,23.0,0.0,,1.0,,,,,,,,23.0,23,1.0,1.0
282917,117-001452,2017,PSH,Valley Oasis,Shelter Plus Care - Tenant Based Project (LA County),Confidential,,Lancaster,CA,93539,,,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 23,,C,,Project Based,SMF+HC,DV,Yes,No,No,Yes,54.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,,,No,,,,,,,,,,,Multiple,Yes,54,0.0,,0.0,,,,,,,,,,54.0,54,1.0,1.0
282916,116-011050,2017,PSH,Valley Village,Carriage House,8624 DE SOTO AVE,,CANOGA PARK,CA,91304,62118.0,113422.0,SPA 2,SD 3,CD3,SSD 27,AD 45,USCD 30,Winnetka,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,8.0,,No,,,,,,,,,,,Single,Yes,8,0.0,8.0,0.0,,1.0,,,,,,,,7.0,8,0.88,0.875
283242,336-011856,2017,PSH,Venice Community Housing Corporation,Horizon Apartments,15 HORIZON AVE,,Venice,CA,90291,62118.0,273502.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,,19.0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,19,0.0,19.0,0.0,,1.0,,,,,,,,20.0,19,1.05,1.0
282972,336-011855,2017,PSH,Venice Community Housing Corporation,Venice Community Housing Corp - Scattered Sites,204 LINCOLN BLVD,,Venice,CA,90291,62118.0,273100.0,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,C,,Sponsor Based,SMF,,Yes,Yes,No,No,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,,36.0,0.0,No,,,,,,,,,,,Scattered,Yes,36,0.0,36.0,0.0,,1.0,,,,,,,,36.0,36,1.0,1.0
283049,041-011350,2017,PSH,Watts Labor Community Action Committee,McCoy Plaza,9315 S. Firth Blvd.,,Los Angeles,CA,90002,62118.0,242300.0,SPA 6,SD 2,CD15,SSD 35,AD 64,USCD 44,Watts,C,,Project Based,HC,,No,Yes,No,No,235.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,,No,,,,,,,,,,,Single,Yes,235,235.0,0.0,0.0,1.0,,,,,,,,,122.0,235,0.52,0.4918032786885246
306118,041-011356,2017,PSH,Watts Labor Community Action Committee,Permanent Supportive Housing,10950 South Central Avenue,,Los Angeles,CA,90059,62118.0,242000.0,SPA 6,SD 2,CD15,SSD 35,AD 64,USCD 44,Watts,N,,Sponsor Based,SMF+HC,,Yes,Yes,No,No,7.0,3.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,Scattered,Yes,92,7.0,85.0,0.0,1.0,1.0,,,,,,,,67.0,92,0.73,0.6931818181818182
305888,045-001026,2017,RRH,1736 Family Crisis Center,RRH Individual (1736),21707 Hawthorne Blvd,Suite 200,Torrance,CA,90503,,,SPA 8,SD 4,NA ,SSD 26,AD 66,USCD 33,,N,,Tenant Based,SF,DV,Yes,No,No,No,,,4.0,,,0.0,,0.0,,,,No,,,,,,,,,,,Multiple,Yes,4,,0.0,,,,,,,,,,,4.0,4,1.0,1.0
