dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,location,cross_street,lat,lon
100101607,2010-11-17T00:00:00.000,2010-11-17T00:00:00.000,0335,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416,56,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,200 E  6TH                          ST,,34.0446,-118.2490
100101610,2010-11-17T00:00:00.000,2010-11-17T00:00:00.000,0800,01,Central,0166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100101611,2010-11-18T00:00:00.000,2010-11-17T00:00:00.000,1215,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400,36,M,H,728,ELEVATOR,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,600 S  HOPE                         ST,,34.0495,-118.2563
100101612,2010-11-17T00:00:00.000,2010-11-17T00:00:00.000,1215,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400,20,F,H,728,ELEVATOR,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,600 S  HOPE                         ST,,34.0495,-118.2563
100101614,2010-11-17T00:00:00.000,2010-11-17T00:00:00.000,1450,01,Central,0158,1,210,ROBBERY,0416 1402,0,M,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,CENTRAL,6TH                          ST,34.0390,-118.2400
100101615,2010-11-16T00:00:00.000,2010-11-16T00:00:00.000,2100,01,Central,0174,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 0419 1402 2000,47,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,700 S  MAIN                         ST,,34.0439,-118.2514
100101616,2010-11-18T00:00:00.000,2010-11-18T00:00:00.000,0440,01,Central,0111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1810,57,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",304,CLUB/BAT,IC,Invest Cont,230,,700    ALPINE                       ST,,34.0635,-118.2426
100101618,2010-11-18T00:00:00.000,2010-11-18T00:00:00.000,1630,01,Central,0192,1,648,ARSON,0408 0416 1241 2000,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,648,,1300 S  FLOWER                       ST,,34.0401,-118.2668
100101630,2010-11-21T00:00:00.000,2010-11-21T00:00:00.000,1704,01,Central,0153,1,210,ROBBERY,0325 0344 0400 0906 1300,0,M,O,201,JEWELRY STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,500 S  BROADWAY,,34.0481,-118.2507
100101637,2010-11-23T00:00:00.000,2010-11-23T00:00:00.000,2200,01,Central,0142,2,624,BATTERY - SIMPLE ASSAULT,2000,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,700 W  5TH                          ST,,34.0509,-118.2551
100101639,2010-11-24T00:00:00.000,2010-11-24T00:00:00.000,2205,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0401,47,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,800 W  OLYMPIC                      BL,,34.0450,-118.2640
100101643,2010-11-26T00:00:00.000,2010-11-25T00:00:00.000,2100,01,Central,0145,1,210,ROBBERY,0411,51,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,210,,5TH,LOS ANGELES,34.0461,-118.2476
100101651,2010-11-27T00:00:00.000,2010-11-27T00:00:00.000,0150,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416,28,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,FRANCISCO,OLYMPIC,34.0454,-118.2657
100101653,2010-11-27T00:00:00.000,2010-11-27T00:00:00.000,0220,01,Central,0135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0416,34,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,3RD                          ST,MAIN                         ST,34.0489,-118.2453
100101669,2010-12-03T00:00:00.000,2010-12-03T00:00:00.000,0025,01,Central,0174,1,310,BURGLARY,0314 1606,53,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,700 S  MAIN                         ST,,34.0439,-118.2514
100101670,2010-12-03T00:00:00.000,2010-12-02T00:00:00.000,1900,01,Central,0192,1,121,"RAPE, FORCIBLE",0400 0500 0522,45,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,HARBOR                       FY,HOPE,34.0209,-118.2784
100101672,2010-12-04T00:00:00.000,2010-12-04T00:00:00.000,1920,01,Central,0153,1,210,ROBBERY,0411 0400,53,M,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,BROADWAY                     ST,7TH                          ST,34.0452,-118.2534
100101691,2010-12-12T00:00:00.000,2010-12-12T00:00:00.000,0100,01,Central,0119,1,761,BRANDISH WEAPON,0319 0400 0432 1402,40,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,761,,ALAMEDA                      ST,CESAR E CHAVEZ               BL,34.0581,-118.2371
100101692,2010-12-12T00:00:00.000,2010-12-12T00:00:00.000,0100,01,Central,0162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,21,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,700 S  OLIVE                        ST,,34.0467,-118.2556
100101693,2010-12-12T00:00:00.000,2010-12-12T00:00:00.000,0230,01,Central,0185,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0444 2000,44,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,1000 S  HILL                         ST,,34.0416,-118.2584
100101696,2010-12-13T00:00:00.000,2010-12-12T00:00:00.000,0200,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0342 0416 0419,29,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH,FIGUEROA,34.0509,-118.2585
100101698,2010-12-14T00:00:00.000,2010-12-13T00:00:00.000,1945,01,Central,0118,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,,300    BLOOM                        ST,,34.0633,-118.2290
100101702,2010-12-15T00:00:00.000,2010-12-15T00:00:00.000,2115,01,Central,0135,2,624,BATTERY - SIMPLE ASSAULT,0416,22,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,3RD                          ST,MAIN                         ST,34.0489,-118.2453
100101704,2010-12-17T00:00:00.000,2010-12-16T00:00:00.000,2030,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,49,M,B,214,"BUS DEPOT/TERMINAL, OTHER THAN MTA",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,5TH,SAN JULIAN,34.0446,-118.2450
100101717,2010-12-23T00:00:00.000,2010-12-23T00:00:00.000,1535,01,Central,0101,2,946,OTHER MISCELLANEOUS CRIME,0906 1100 1402,47,M,O,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,946,998,INNES                        ST,N  SUNSET                       BL,34.0713,-118.2506
100101721,2010-12-25T00:00:00.000,2010-12-24T00:00:00.000,1900,01,Central,0164,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 1402,18,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,998,100 E  7TH                          ST,,34.0439,-118.2514
100104004,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,0130,01,Central,0162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501,35,M,O,726,POLICE FACILITY,302,BLUNT INSTRUMENT,AA,Adult Arrest,230,,7TH                          ST,FLOWER                       ST,34.0487,-118.2588
100104006,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,0230,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,1501,30,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,OLYMPIC                      BL,FIGUEROA                     BL,34.0453,-118.2651
100104012,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,1145,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0416,51,M,H,116,OTHER/OUTSIDE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,FLOWER,WILSHIRE,34.0494,-118.2581
100104021,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,1130,01,Central,0100,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,51,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,6TH                          ST,WALL                         ST,34.0428,-118.2461
100104024,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,1400,01,Central,0155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0400 0416 2000,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,440,,200 E  6TH                          ST,,34.0446,-118.2490
100104030,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,0300,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0906,28,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 N  FIGUEROA                     ST,,34.0617,-118.2469
100104056,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,0130,01,Central,0162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,32,F,O,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,7TH                          ST,FLOWER,34.0487,-118.2588
100104057,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,0130,01,Central,0162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,24,F,O,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,,7TH                          ST,FLOWER,34.0487,-118.2588
100104066,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,1600,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0416,46,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,600 S  FLOWER                       ST,,34.0502,-118.2574
100104067,2010-01-02T00:00:00.000,2010-01-01T00:00:00.000,1940,01,Central,0145,2,624,BATTERY - SIMPLE ASSAULT,0416,41,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,100 E  5TH                          ST,,34.0467,-118.2485
100104068,2010-01-02T00:00:00.000,2010-01-02T00:00:00.000,0730,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,46,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,LOS ANGELES                  ST,6TH                          ST,34.0446,-118.2490
100104070,2010-01-02T00:00:00.000,2010-01-02T00:00:00.000,0055,01,Central,0164,2,624,BATTERY - SIMPLE ASSAULT,0416,40,M,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,600 S  MAIN                         ST,,34.0453,-118.2499
100104078,2010-01-02T00:00:00.000,2010-01-02T00:00:00.000,1715,01,Central,0118,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,56,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,SOTELLO,SPRING,34.0677,-118.2309
100104082,2010-01-02T00:00:00.000,2010-01-02T00:00:00.000,1610,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0416,42,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,700 S  OLIVE                        ST,,34.0467,-118.2556
100104085,2010-01-02T00:00:00.000,2010-01-02T00:00:00.000,1900,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 2000,49,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100104086,2010-01-02T00:00:00.000,2010-01-02T00:00:00.000,1745,01,Central,0156,1,210,ROBBERY,0334 0344 0355 1402 2004,34,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,210,998,400 E  6TH                          ST,,34.0428,-118.2461
100104088,2010-01-02T00:00:00.000,2010-01-02T00:00:00.000,1710,01,Central,0147,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522,47,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,5TH,SAN PEDRO,34.0442,-118.2439
100104097,2010-01-03T00:00:00.000,2010-01-02T00:00:00.000,2100,01,Central,0157,1,210,ROBBERY,0433,34,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100104098,2010-01-03T00:00:00.000,2010-01-02T00:00:00.000,2140,01,Central,0158,2,624,BATTERY - SIMPLE ASSAULT,0400,51,M,K,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,900 E  7TH                          ST,,34.0390,-118.2444
100104134,2010-01-03T00:00:00.000,2010-01-03T00:00:00.000,1440,01,Central,0145,2,624,BATTERY - SIMPLE ASSAULT,0416,47,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,5TH                          ST,LOS ANGELES,34.0461,-118.2476
100104135,2010-01-03T00:00:00.000,2010-01-03T00:00:00.000,1100,01,Central,0158,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1402,49,F,B,102,SIDEWALK,511,VERBAL THREAT,AA,Adult Arrest,930,998,600    STANFORD                     AV,,34.0408,-118.2428
100104146,2010-01-03T00:00:00.000,2010-01-03T00:00:00.000,0715,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416,30,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,6TH                          ST,BROADWAY,34.0467,-118.2520
100104148,2010-01-04T00:00:00.000,2010-01-03T00:00:00.000,1200,01,Central,0157,1,210,ROBBERY,0344 0416 0417,51,M,B,102,SIDEWALK,216,SCISSORS,IC,Invest Cont,210,,6TH,GLADYS,34.0398,-118.2413
100104150,2010-01-04T00:00:00.000,2010-01-03T00:00:00.000,2300,01,Central,0164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,39,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,7TH,MAIN,34.0433,-118.2504
100104152,2010-01-04T00:00:00.000,2010-01-03T00:00:00.000,0215,01,Central,0132,1,210,ROBBERY,0344 0416,22,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,GRAND,TEMPLE,34.0588,-118.2458
100104153,2010-01-04T00:00:00.000,2010-01-03T00:00:00.000,0700,01,Central,0158,1,210,ROBBERY,0344 0370 0416,43,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,6TH,GLADYS,34.0398,-118.2413
100104154,2010-01-04T00:00:00.000,2010-01-02T00:00:00.000,2230,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416,54,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,4TH,SAN JULIAN,34.0448,-118.2474
100104155,2010-01-04T00:00:00.000,2010-01-01T00:00:00.000,0030,01,Central,0142,2,624,BATTERY - SIMPLE ASSAULT,0416,27,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,400 S  FIGUEROA                     ST,,34.0535,-118.2560
100104162,2010-01-04T00:00:00.000,2010-01-04T00:00:00.000,0330,01,Central,0158,1,210,ROBBERY,0334 0344 0418,22,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,910,CENTRAL,6TH                          ST,34.0390,-118.2400
100104168,2010-01-04T00:00:00.000,2010-01-04T00:00:00.000,0615,01,Central,0158,1,210,ROBBERY,0344 0416 0417 0429,49,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,800 E  6TH                          ST,,34.0408,-118.2428
100104182,2010-01-05T00:00:00.000,2010-01-04T00:00:00.000,1445,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416,60,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,600    SAN JULIAN                   ST,,34.0428,-118.2461
100104183,2010-01-05T00:00:00.000,2010-01-04T00:00:00.000,1300,01,Central,0128,2,624,BATTERY - SIMPLE ASSAULT,0416,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,200 E  1ST                          ST,,34.0515,-118.2424
100104184,2010-01-05T00:00:00.000,2010-01-04T00:00:00.000,1140,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402,55,M,B,102,SIDEWALK,304,CLUB/BAT,AO,Adult Other,230,998,6TH                          ST,SAN PEDRO,34.0423,-118.2452
100104191,2010-01-05T00:00:00.000,2010-01-04T00:00:00.000,2005,01,Central,0158,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,50,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,7TH                          ST,CROCKER,34.0396,-118.2451
100104198,2010-01-05T00:00:00.000,2010-01-05T00:00:00.000,0100,01,Central,0159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,99,M,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,745,,400    SEATON                       ST,,34.0433,-118.2377
100104209,2010-01-04T00:00:00.000,2010-01-04T00:00:00.000,1445,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,500 S  SPRING                       ST,,34.0474,-118.2496
100104211,2010-01-05T00:00:00.000,2010-01-05T00:00:00.000,0005,01,Central,0135,1,210,ROBBERY,0344 0400,46,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,3RD                          ST,MAIN                         ST,34.0489,-118.2453
100104221,2010-01-01T00:00:00.000,2010-01-01T00:00:00.000,0300,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0906,27,M,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 N  FIGUEROA                     ST,,34.0617,-118.2469
100104235,2010-01-05T00:00:00.000,2010-01-05T00:00:00.000,1345,01,Central,0163,2,624,BATTERY - SIMPLE ASSAULT,0400,38,F,H,203,OTHER BUSINESS,308,STICK,AO,Adult Other,624,,700 S  BROADWAY,,34.0452,-118.2534
100104248,2010-01-06T00:00:00.000,2010-01-04T00:00:00.000,2005,01,Central,0158,2,624,BATTERY - SIMPLE ASSAULT,0416 1243,50,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,CERES,7TH                          ST,34.0380,-118.2430
100104251,2010-01-06T00:00:00.000,2010-01-05T00:00:00.000,2235,01,Central,0101,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2000,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,1100    ALPINE                       ST,,34.0661,-118.2476
100104254,2010-01-06T00:00:00.000,2010-01-05T00:00:00.000,2350,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0906,40,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452
100104255,2010-01-06T00:00:00.000,2010-01-05T00:00:00.000,2045,01,Central,0182,2,624,BATTERY - SIMPLE ASSAULT,0416,21,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,900 S  FLOWER                       ST,,34.0458,-118.2614
100104268,2010-01-06T00:00:00.000,2010-01-06T00:00:00.000,0400,01,Central,0139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411 0429,46,M,B,102,SIDEWALK,219,SCREWDRIVER,IC,Invest Cont,230,,3RD,ALAMEDA,34.0455,-118.2381
100104269,2010-01-05T00:00:00.000,2010-01-05T00:00:00.000,1030,01,Central,0138,1,110,CRIMINAL HOMICIDE,0411,74,F,A,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,400 E  4TH                          ST,,34.0458,-118.2430
100104270,2010-01-06T00:00:00.000,2010-01-06T00:00:00.000,1120,01,Central,0195,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0400 0416 0411,55,M,O,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,1400 S  LOS ANGELES                  ST,,34.0347,-118.2602
100104288,2010-01-06T00:00:00.000,2010-01-06T00:00:00.000,1000,01,Central,0123,2,900,VIOLATION OF COURT ORDER,1501,31,F,B,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511,VERBAL THREAT,IC,Invest Cont,900,,200 W  TEMPLE                       ST,,34.0549,-118.2426
100104290,2010-01-06T00:00:00.000,2010-01-06T00:00:00.000,1310,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0416 0417 0429 1402,48,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998,6TH,SAN JULIAN,34.0423,-118.2452
100104305,2010-01-07T00:00:00.000,2010-01-07T00:00:00.000,0250,01,Central,0127,2,624,BATTERY - SIMPLE ASSAULT,0400,39,M,H,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
100104308,2010-01-07T00:00:00.000,2010-01-06T00:00:00.000,2110,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,2000,41,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,SAN PEDRO                    ST,5TH                          ST,34.0442,-118.2439
100104333,2010-01-07T00:00:00.000,2010-01-06T00:00:00.000,1635,01,Central,0152,1,210,ROBBERY,0325 0416 0429 0906,52,M,O,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,600 S  OLIVE                        ST,,34.0481,-118.2542
100104364,2010-01-07T00:00:00.000,2010-01-07T00:00:00.000,1030,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0432,48,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100104384,2010-01-08T00:00:00.000,2010-01-08T00:00:00.000,0005,01,Central,0182,1,210,ROBBERY,0400 1300,22,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,HOPE                         ST,9TH                          ST,34.0437,-118.2617
100104390,2010-01-08T00:00:00.000,2010-01-08T00:00:00.000,0730,01,Central,0133,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,200 S  BROADWAY,,34.0524,-118.2467
100104411,2010-01-08T00:00:00.000,2010-01-08T00:00:00.000,1225,01,Central,0123,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0906,25,F,H,716,THEATRE/MOVIE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,200 N  HILL                         ST,,34.0555,-118.2455
100104442,2010-01-08T00:00:00.000,2010-01-08T00:00:00.000,1850,01,Central,0163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,440,,800 S  HILL                         ST,,34.0445,-118.2558
100104448,2010-01-09T00:00:00.000,2010-01-09T00:00:00.000,2300,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0400 0906,24,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330,,WILLOW                       ST,SANTA FE                     ST,34.0394,-118.2307
